id,label,name,description,hassteptype,businessstepinhouse,businessstepinlegislature,memberof,actualisationnote,linknote,datenote,actualisedalongside,source,triplestoreid
3818,Correction made: Instrument should not have been laid in the House of Lords (House of Lords),Correction made: Instrument should not have been laid in the House of Lords,"Most papers are laid before both Houses, while some, to do with financial/tax matters, are laid before the House of Commons only. Occasionally, a Commons only instrument is mistakenly laid before the House of Lords. Such instruments can be withdrawn and re-laid correctly or on rare occasions, a correction may be made in the House of Lords to declare the instrument should not have been laid. ",1,2,,4,This step is rare and has only been added to the made negative procedure so far with a time bound route limited to the date it occurred. ,Correction page on Lords business,"Date the correction was made, not the date it necessarily appears on Lords business. May need to speak to the Lords PPO to find out the date. ",,1425,aMVB0GIj
3825,Referred to the Health and Social Care Committee by the Business Committee (Senedd Cymru),Referred to the Health and Social Care Committee by the Business Committee,,1,,3,,,,,,,jNKxHTNl
3826,Call for evidence by the Health and Social Care Committee (Senedd Cymru),Call for evidence by the Health and Social Care Committee,,1,,3,,,,,,,N8EcaGYP
3827,Health and Social Care Committee oral evidence session (Senedd Cymru),Health and Social Care Committee oral evidence session,,1,,3,,,,,,,ZMCzs30v
3828,Government response to report by the Health and Social Care Committee (Senedd Cymru),Government response to report by the Health and Social Care Committee,,1,,3,,,,,,,f9HcJ80e
3829,Considered by the Health and Social Care Committee (Senedd Cymru),Considered by the Health and Social Care Committee,,1,,3,,,,,,,G6zfd19t
3830,Health and Social Care Committee supports the granting of consent (Senedd Cymru),Health and Social Care Committee supports the granting of consent,,1,,3,,,,,,,o3eawkXT
3831,Health and Social Care Committee does not take position on the granting of consent (Senedd Cymru),Health and Social Care Committee does not take position on the granting of consent,,1,,3,,,,,,,LhwHfgph
3832,Health and Social Care Committee does not support the granting of consent (Senedd Cymru),Health and Social Care Committee does not support the granting of consent,,1,,3,,,,,,,uFOOPLmD
3874,Non-fatal motion to object to the proposal for a draft remedial order tabled (House of Lords),Non-fatal motion to object to the proposal for a draft remedial order tabled,"Under Schedule 2 of the Human Rights Act 1998, there may be representations made about a proposal for a draft remedial order. One form of representation is a resolution of a House. In the House of Lords, a resolution may take the form of a non-fatal motion. The tabling of a non-fatal motion  does not prevent a future draft remedial order being laid but may be used by the House of Lords to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret.  Under Schedule 2 of the Human Rights Act 1998, when a draft remedial order is laid it must be accompanied by a statement containing a summary of representations. ",1,2,,"7, 4",Motion will usually be a regret motion. It will first appear either on the Order Paper for a future debate or under the Motions for Delegated Legislation section on the Lords Business. ,LBP,"Date tabled. This is not the same as date of  notice (aka appearance in LBP).  Date tabled will be date of notice -1, Tuesday to Thursday. When date of notice falls on Monday, it will be the previous Friday irrespective of whether the previous Friday was non-sitting day. Where Date of Notice is first day back following a recess: date tabled tbc",,1438,xXtHfBav
3875,Non-fatal motion to object to the proposal for a draft remedial order not called (House of Lords),Non-fatal motion to object to the proposal for a draft remedial order not called,"Under Schedule 2 of the Human Rights Act 1998, there may be representations made about a proposal for a draft remedial order. One form of representation is a resolution of a House. In the House of Lords, a resolution may take the form of a non-fatal motion. The tabling of a non-fatal motion  does not prevent a future draft remedial order being laid but may be used by the House of Lords to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret.  Under Schedule 2 of the Human Rights Act 1998, when a draft remedial order is laid it must be accompanied by a statement containing a summary of representations. ",1,2,,4,"A motion not being called will usually mean it is on the Order Paper to be debated or moved (either alone or en bloc with similar motions) but for whatever reason the motion has not been called at all. We notice it by its omission, a comparison of what is due to happen on the Order Paper and what did happen on the Lords minutes of proceedings",No link,Date the motion was due to be called in the House of Lords chamber,,,DxRMZJJy
3876,Non-fatal motion to object to the proposal for a draft remedial order not moved (House of Lords),Non-fatal motion to object to the proposal for a draft remedial order not moved,"Under Schedule 2 of the Human Rights Act 1998, there may be representations made about a proposal for a draft remedial order. One form of representation is a resolution of a House. In the House of Lords, a resolution may take the form of a non-fatal motion. The tabling of a non-fatal motion  does not prevent a future draft remedial order being laid but may be used by the House of Lords to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret.  Under Schedule 2 of the Human Rights Act 1998, when a draft remedial order is laid it must be accompanied by a statement containing a summary of representations. ",1,2,,4,"Usually occurs at the end of a debate considering several motions in one, the first will be decided while the others, where necessary, not moved",Lords Hansard ,Date the motion was not moved,,1439,wgKpBHjS
3877,Non-fatal motion to object to the proposal for a draft remedial order lapsed at end of session (House of Lords),Non-fatal motion to object to the proposal for a draft remedial order lapsed at end of session,At the end of a Parliamentary session all outstanding motions lapse which means the question will not be put before the House. Government and Members would need to table the motions again in the new session if they wanted to see a resolution. ,1,2,,4,All motions lapse at the end of session. ,LBP or if Parliament is dissolved then the proclamation that appears in the Gazette. ,Prorogation/dissolution date,,1435,4bGnDkbJ
3878,Non-fatal motion to object to the proposal for a draft remedial order withdrawn (House of Lords),Non-fatal motion to object to the proposal for a draft remedial order withdrawn,"Under Schedule 2 of the Human Rights Act 1998, there may be representations made about a proposal for a draft remedial order. One form of representation is a resolution of a House. In the House of Lords, a resolution may take the form of a non-fatal motion. The tabling of a non-fatal motion  does not prevent a future draft remedial order being laid but may be used by the House of Lords to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret.  Under Schedule 2 of the Human Rights Act 1998, when a draft remedial order is laid it must be accompanied by a statement containing a summary of representations. ",1,2,,4,Motions can be withdrawn at any point before debate or at the end of the debate if the Member does not wish for the question to be put. ,No link if withdrawn before debate or LBP minute if withdrawn at end of debate ,Date withdrawn,,1440,vVymOZOp
3879,Question put on non-fatal motion to object to the proposal for a draft remedial order (House of Lords),Question put on non-fatal motion to object to the proposal for a draft remedial order,"Under Schedule 2 of the Human Rights Act 1998, there may be representations made about a proposal for a draft remedial order. One form of representation is a resolution of a House. In the House of Lords, a resolution may take the form of a non-fatal motion. The tabling of a non-fatal motion  does not prevent a future draft remedial order being laid but may be used by the House of Lords to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret.  Under Schedule 2 of the Human Rights Act 1998, when a draft remedial order is laid it must be accompanied by a statement containing a summary of representations. ",1,2,,4,Will usually follow a debate in the Lords and will be accompanied by a decision step. ,Lords minute - individual link,Date of decision,"3880, 3881",1626,NsDzYj3s
4027,Equality and Social Justice Committee  oral evidence session (Senedd Cymru),Equality and Social Justice Committee  oral evidence session,,1,,3,,,,,,,bhC8SN8z
4028,Considered by the Equality and Social Justice Committee (Senedd Cymru),Considered by the Equality and Social Justice Committee,,1,,3,,,,,,,nud9sE8N
4029,Government response to report by the Equality and Social Justice Committee (Senedd Cymru),Government response to report by the Equality and Social Justice Committee,,1,,3,,,,,,,zUlCrsH8
4030,Equality and Social Justice Committee  supports the granting of consent (Senedd Cymru),Equality and Social Justice Committee  supports the granting of consent,,1,,3,,,,,,,mbr8bDMH
3880,Non-fatal motion to object to the proposal for a draft remedial order approved,Non-fatal motion to object to the proposal for a draft remedial order approved,"Under Schedule 2 of the Human Rights Act 1998, there may be representations made about a proposal for a draft remedial order. One form of representation is a resolution of a House. In the House of Lords, a resolution may take the form of a non-fatal motion. The tabling of a non-fatal motion  does not prevent a future draft remedial order being laid but may be used by the House of Lords to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret.  Under Schedule 2 of the Human Rights Act 1998, when a draft remedial order is laid it must be accompanied by a statement containing a summary of representations. ",1,,,4,Will follow a debate on the Floor or GC debate,Lords Minute individual link,Date of the decision,3879,1442,Xm6ocoOJ
3881,Non-fatal motion to object to the proposal for a draft remedial order rejected (House of Lords),Non-fatal motion to object to the proposal for a draft remedial order rejected,"Under Schedule 2 of the Human Rights Act 1998, there may be representations made about a proposal for a draft remedial order. One form of representation is a resolution of a House. In the House of Lords, a resolution may take the form of a non-fatal motion. The tabling of a non-fatal motion  does not prevent a future draft remedial order being laid but may be used by the House of Lords to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret.  Under Schedule 2 of the Human Rights Act 1998, when a draft remedial order is laid it must be accompanied by a statement containing a summary of representations. ",1,2,,4,Will follow a debate on the Floor or GC debate,Lords Minute individual link,Date of the decision,3879,1443,UqowM8bx
3988,Considered by the Transport Committee (House of Commons),Considered by the Transport Committee,Consideration completed by the Transport Committee within the terms of the Standing Order pertaining to European instruments. ,1,1,,,"Depending on the decision of the committee, we may or may not see a report. Where the committee has not upgraded to the affirmative procedure we will see notice in the V&P under the heading of that committee. Where the committee has upgraded to the affirmative we would expect to see a report.",Depends on the outcome of the committee consideration,Date the committee met - V&P entry,"3989, 3990",,RnhLvXEg
3989,Transport Committee agreed the instrument should follow the negative procedure (House of Commons),Transport Committee agreed the instrument should follow the negative procedure,"The Transport Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, agreed that the appropriate procedure for the instrument is for it to be subject to annulment. ",1,1,,4,"There is no report for this decision by the committee, instead notice of their decision will appear in the Votes and Proceedings under the committee heading. ",Votes and Proceedings anchor link,Date of V&P,3988,1614,Lyv2wQgB
3990,Transport Committee recommended the instrument should follow the affirmative procedure (House of Commons),Transport Committee recommended the instrument should follow the affirmative procedure,"The Transport Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, recommended that the appropriate procedure for the instrument is for a draft of it be laid before, and approved by a resolution, of each House before it is made.",1,1,,"4, 5",We would expect to see a report by the committee within the 10 days of laying. ,HTML version of report,Date the committee met,3988,1450,vqxoMpfZ
4012,Business and Trade Committee (BTC) agreed the instrument should follow the negative procedure (House of Commons),Business and Trade Committee (BTC) agreed the instrument should follow the negative procedure,"The Business and Trade Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, agreed that the appropriate procedure for the instrument is for it to be subject to annulment. ",1,1,,4,"There is no report for this decision by the committee, instead notice of their decision will appear in the Votes and Proceedings under the committee heading. ",Votes and Proceedings anchor link,Date of V&P,2901,1580,S3X3k4Oy
4013,Business and Trade Committee (BTC) recommended the instrument should follow the affirmative procedure (House of Commons),Business and Trade Committee (BTC) recommended the instrument should follow the affirmative procedure,"The Business and Trade Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, recommended that the appropriate procedure for the instrument is for a draft of it be laid before, and approved by a resolution, of each House before it is made.",1,1,,"4, 5",We would expect to see a report by the committee within the 10 days of laying. ,HTML version of report,Date the committee met,2901,1638,uZwhB1vD
4017,"Referred to the Economy, Trade and Rural Affairs Committee by the Business Committee (Senedd Cymru)","Referred to the Economy, Trade and Rural Affairs Committee by the Business Committee",,1,,3,,,,,,,q51j6rbT
4018,"Considered by the Economy, Trade and Rural Affairs Committee (Senedd Cymru)","Considered by the Economy, Trade and Rural Affairs Committee",,1,,3,,,,,,,VsHg7t26
4019,"Call for evidence by the Economy, Trade and Rural Affairs Committee (Senedd Cymru)","Call for evidence by the Economy, Trade and Rural Affairs Committee",,1,,3,,,,,,,lt0mv3WU
4020,"Economy, Trade and Rural Affairs Committee oral evidence session (Senedd Cymru)","Economy, Trade and Rural Affairs Committee oral evidence session",,1,,3,,,,,,,GS6YBEWZ
4021,"Government response to report by the Economy, Trade and Rural Affairs Committee (Senedd Cymru)","Government response to report by the Economy, Trade and Rural Affairs Committee",,1,,3,,,,,,,m1vKkPj2
4022,"Economy, Trade and Rural Affairs Committee supports the granting of consent (Senedd Cymru)","Economy, Trade and Rural Affairs Committee supports the granting of consent",,1,,3,,,,,,,SUIXItyl
4023,"Economy, Trade and Rural Affairs Committee does not take position on the granting of consent (Senedd Cymru)","Economy, Trade and Rural Affairs Committee does not take position on the granting of consent",,1,,3,,,,,,,BwNfJkUv
4024,"Economy, Trade and Rural Affairs Committee does not support the granting of consent (Senedd Cymru)","Economy, Trade and Rural Affairs Committee does not support the granting of consent",,1,,3,,,,,,,vMlh9IMk
4025,Referred to the Equality and Social Justice Committee by the Business Committee (Senedd Cymru),Referred to the Equality and Social Justice Committee by the Business Committee,,1,,3,,,,,,,cJiK2bfM
4106,Considered by the Public Administration and Constitutional Affairs Committee (PACAC) (House of Commons),Considered by the Public Administration and Constitutional Affairs Committee (PACAC),Consideration completed by the Public Administration and Constitutional Affairs Committee (PACAC) within the terms of the Standing Order pertaining to European instruments.,1,1,,,"Depending on the decision of the committee, we may or may not see a report. Where the committee has not upgraded to the affirmative procedure we will see notice in the V&P under the heading of that committee. Where the committee has upgraded to the affirmative we would expect to see a report.",Depends on the outcome of the committee consideration,Date the committee met - V&P entry,"4109, 4110",1458,aKBQm3Vr
4109,Public Administration and Constitutional Affairs Committee (PACAC) agreed the instrument should follow the negative procedure (House of Commons),Public Administration and Constitutional Affairs Committee (PACAC) agreed the instrument should follow the negative procedure,"Public Administration and Constitutional Affairs Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, agreed that the appropriate procedure for the instrument is for it to be subject to annulment.",1,1,,4,"There is no report for this decision by the committee, instead notice of their decision will appear in the Votes and Proceedings under the committee heading.",Votes and Proceedings anchor link,Date of V&P,4106,1617,mWPoE4Rt
4110,Public Administration and Constitutional Affairs Committee (PACAC) recommended the instrument should follow the affirmative procedure (House of Commons),Public Administration and Constitutional Affairs Committee (PACAC) recommended the instrument should follow the affirmative procedure,"Public Administration and Constitutional Affairs Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, recommended that the appropriate procedure for the instrument is for a draft of it be laid before, and approved by a resolution, of each House before it is made.",1,1,,"4, 5",We would expect to see a report by the committee within the 10 days of laying.,HTML version of report,Date the committee met,4106,1456,rmhngyQO
4117,Considered by the Energy Security and Net Zero Committee (House of Commons),Considered by the Energy Security and Net Zero Committee,Consideration completed by the Energy Security and Net Zero Committee within the terms of the Standing Order pertaining to European instruments.,1,1,,,"Depending on the decision of the committee, we may or may not see a report. Where the committee has not upgraded to the affirmative procedure we will see notice in the V&P under the heading of that committee. Where the committee has upgraded to the affirmative we would expect to see a report.",Depends on the outcome of the committee consideration,Date the committee met - V&P entry,,,I2ReQTxE
4118,Energy Security and Net Zero Committee agreed the instrument should follow the negative procedure (House of Commons),Energy Security and Net Zero Committee agreed the instrument should follow the negative procedure,"The Energy Security and Net Zero Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, agreed that the appropriate procedure for the instrument is for it to be subject to annulment.",1,1,,4,"There is no report for this decision by the committee, instead notice of their decision will appear in the Votes and Proceedings under the committee heading.",Votes and Proceedings anchor link,Date of V&P,4117,1586,K3ytjRUH
4119,Energy Security and Net Zero Committee recommended the instrument should follow the affirmative procedure (House of Commons),Energy Security and Net Zero Committee recommended the instrument should follow the affirmative procedure,"The Energy Security and Net Zero Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, recommended that the appropriate procedure for the instrument is for a draft of it be laid before, and approved by a resolution, of each House before it is made.",1,1,,4,We would expect to see a report by the committee within the 10 days of laying.,HTML version of report,Date the committee met,4117,1460,nNTqWTbq
4132,Ministerial statement announcing objection period A has been extended (House of Commons),Ministerial statement announcing objection period A has been extended,"Government can issue a statement if they wish to extend objection period A of a treaty subject to the Constitutional Reform and Governance Act 2010.  The statement can be laid at any point during objection period A as long as a motion to not ratify the treaty has not been approved in either House.  The objection period can also be extended multiple times. Alongside the laying of a statement, the government can choose to make a written or oral statement as well. ",1,1,,4,"While the statement is officially laid, it can also be made as an oral or written statement. If librarians see a laying, they should also check to see whether the statement has appeared in another form. This step can be used for oral or written statements. There will also be an equivalent in the House of Lords. ",Link to the statement or Hansard if oral. ,Date statement took place,,,iOyniHBD
4133,Ministerial statement announcing objection period A has been extended (House of Lords),Ministerial statement announcing objection period A has been extended,"Government can issue a statement if they wish to extend objection period A of a treaty subject to the Constitutional Reform and Governance Act 2010.  The statement can be laid at any point during objection period A as long as a motion to not ratify the treaty has not been approved in either House.  The objection period can also be extended multiple times. Alongside the laying of a statement, the government can choose to make a written or oral statement as well. ",1,2,,4,"While the statement is officially laid, it can also be made as an oral or written statement. If librarians see a laying, they should also check to see whether the statement has appeared in another form. This step can be used for oral or written statements. There will also be an equivalent in the House of Lords. ",Link to the statement or Hansard if oral. ,Date statement took place,,,PLPZglkA
4136,"Referred to the Climate Change, Environment, and Infrastructure Committee by the Business Committee (Senedd Cymru)","Referred to the Climate Change, Environment, and Infrastructure Committee by the Business Committee",,1,,3,,,,,,,DgZOrr4N
4137,"Considered by the Climate Change, Environment, and Infrastructure Committee (Senedd Cymru)","Considered by the Climate Change, Environment, and Infrastructure Committee",,1,,3,,,,,,,96wHkk1i
4138,"Government response to report by the Climate Change, Environment, and Infrastructure Committee (Senedd Cymru)","Government response to report by the Climate Change, Environment, and Infrastructure Committee",,1,,3,,,,,,,k9UugwOp
4139,"Climate Change, Environment, and Infrastructure Committee supports the granting of consent (Senedd Cymru)","Climate Change, Environment, and Infrastructure Committee supports the granting of consent",,1,,3,,,,,,,oKlTLaDI
4202,Instrument created requiring the Secretary of State under section 22 of the Public Service Pensions Act 2013 to lay before Parliament a report having regard to the desirability of not making a change to protected elements of a pensions scheme,Instrument created requiring the Secretary of State under section 22 of the Public Service Pensions Act 2013 to lay before Parliament a report having regard to the desirability of not making a change to protected elements of a pensions scheme,"This shows the text of the instrument. This step is not part of parliamentary procedure, it is an indicative starting step for the purposes of the Statutory Instrument Service website. This step is specifically for instruments about NHS pension schemes laid before Parliament under section 22(2)(b) of the Public Service Pensions Act 2013.",1,,,,All SIs laid under section 22 of the Public Service Pensions Act 2013 need this step actualised - it starts off the procedure.,Statutory instrument (intro page),,,1465,brVTSQxw
4203,Report under section 22(2)(b) of the Public Service Pensions Act 2013 laid before the House of Commons (House of Commons),Report under section 22(2)(b) of the Public Service Pensions Act 2013 laid before the House of Commons,The Government lays a statutory report under section 22(2)(b) of the Public Service Pensions Act 2013.  The Department of Health and Social Care will provide a report that set out the reasons for changing the amount that members contribute to the NHS Pension Scheme or the desirability of not making any changes at this point in time.,1,1,,4,The report will be laid either on the same day as the regulations under other papers or at a later date. Both the Commons and Lords step will be actualised together as the steps will point at the report rather than the Vote or Lords Papers.,HTML page of the report on gov.uk,Date laid,4205,,Pz3dI6jQ
4204,Report under section 22(2)(b) of the Public Service Pensions Act 2013 withdrawn from the House of Commons (House of Commons),Report under section 22(2)(b) of the Public Service Pensions Act 2013 withdrawn from the House of Commons,The Government lays a statutory report under section 22(2)(b) of the Public Service Pensions Act 2013.  The Department of Health and Social Care will provide a report that set out the reasons for changing the amount that members contribute to the NHS Pension Scheme or the desirability of not making any changes at this point in time. The reports can be withdrawn and relaid.,1,1,,4,"Unlike the report step actualisation, this step does not get actualised with its House of Lords equivalent.",Withdrawal anchor link in Vote,Date withdrawn (Date of Vote or specified in Vote if different),,1466,RTJ6kmCb
4205,Report under section 22(2)(b) of the Public Service Pensions Act 2013 laid before the House of Lords (House of Lords),Report under section 22(2)(b) of the Public Service Pensions Act 2013 laid before the House of Lords,The Government lays a statutory report under section 22(2)(b) of the Public Service Pensions Act 2013.  The Department of Health and Social Care will provide a report that set out the reasons for changing the amount that members contribute to the NHS Pension Scheme or the desirability of not making any changes at this point in time.,1,2,,4,The report will be laid either on the same day as the regulations under other papers or at a later date. Both the Commons and Lords step will be actualised together as the steps will point at the report rather than the Vote or Lords Papers.,HTML page of the report on gov.uk,,4203,,OUKQeT9J
4206,Report under section 22(2)(b) of the Public Service Pensions Act 2013 withdrawn from the House of Lords (House of Lords),Report under section 22(2)(b) of the Public Service Pensions Act 2013 withdrawn from the House of Lords,The Government lays a statutory report under section 22(2)(b) of the Public Service Pensions Act 2013.  The Department of Health and Social Care will provide a report that set out the reasons for changing the amount that members contribute to the NHS Pension Scheme or the desirability of not making any changes at this point in time. The reports can be withdrawn and relaid.,1,2,,4,"Unlike the report step actualisation, this step does not get actualised with its House of Commons equivalent.",Specific withdrawal link in Lords Business pages,Date of Lords Business pages or different date if specified,,1467,PwpFDucz
4209,Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that it is politically or legally important or gives rise to issues of public policy likely to be of interest to the House (House of Lords),Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that it is politically or legally important or gives rise to issues of public policy likely to be of interest to the House,"Secondary Legislation Scrutiny Committee grounds for drawing attention to the instrument. Raised under the committee's terms of reference, instruments can be reported for multiple reasons and for the same reason in multiple respects.",1,2,,4,Will appear under the heading 'Instruments drawn to the special attention of the House' in the actual report. We will first see notice of the report in the LBP on a Wednesday but the report will be published on a Thursday so we actualise retrospectively.,SLSC report - anchor link to specific instrument.,Date the SLSC met (usually a Tuesday).,"19, 84, 4210, 4211, 4212, 4213, 4214",1591,EgrY8Uuy
4210,Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that it may be inappropriate in view of changed circumstances since the enactment of the parent Act (House of Lords),Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that it may be inappropriate in view of changed circumstances since the enactment of the parent Act,"Secondary Legislation Scrutiny Committee grounds for drawing attention to the instrument. Raised under the committee's terms of reference, instruments can be reported for multiple reasons and for the same reason in multiple respects.",1,2,,4,Will appear under the heading 'Instruments drawn to the special attention of the House' in the actual report. We will first see notice of the report in the LBP on a Wednesday but the report will be published on a Thursday so we actualise retrospectively.,SLSC report - anchor link to specific instrument.,Date the SCSI met (usually a Tuesday).,"19, 84, 4209, 4211, 4212, 4213, 4214",1604,eTDeuYZD
4364,Correspondence published by the International Relations and Defence Committee (House of Lords),Correspondence published by the International Relations and Defence Committee,"Committees exchange letters with government departments and others, often to request information or follow up on recommendations.",1,2,,4,Will be caught as part of a data task to check Lords correspondence. Note that correspondence for committees is not published in the Lords Minutes in the same way that Commons committee business is published in the Vote. ,PDF of the correspondence made available by the committee,Date the committee published NOT the date on the correspondence ,,1483,SBCkCUl7
4211,Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that it may imperfectly achieve its policy objectives (House of Lords),Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that it may imperfectly achieve its policy objectives,"Secondary Legislation Scrutiny Committee grounds for drawing attention to the instrument. Raised under the committee's terms of reference, instruments can be reported for multiple reasons and for the same reason in multiple respects.",1,2,,4,Will appear under the heading 'Instruments drawn to the special attention of the House' in the actual report. We will first see notice of the report in the LBP on a Wednesday but the report will be published on a Thursday so we actualise retrospectively.,SLSC report - anchor link to specific instrument.,Date the SCSI met (usually a Tuesday).,"19, 84, 4209, 4210, 4212, 4213, 4214",1605,SQLPjKrr
4212,Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that the explanatory material laid in support provides insufficient information to gain a clear understanding about the instrument's policy objective and intended implementation (House of Lords),Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that the explanatory material laid in support provides insufficient information to gain a clear understanding about the instrument's policy objective and intended implementation,"Secondary Legislation Scrutiny Committee grounds for drawing attention to the instrument. Raised under the committee's terms of reference, instruments can be reported for multiple reasons and for the same reason in multiple respects.",1,2,,4,Will appear under the heading 'Instruments drawn to the special attention of the House' in the actual report. We will first see notice of the report in the LBP on a Wednesday but the report will be published on a Thursday so we actualise retrospectively.,SLSC report - anchor link to specific instrument.,Date the SLSC met (usually a Tuesday).,"19, 84, 4209, 4210, 4211, 4213, 4214",1606,0GM7PMVa
4213,Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that there appear to be inadequacies in the consultation process which relates to the instrument (House of Lords),Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on the grounds that there appear to be inadequacies in the consultation process which relates to the instrument,"Secondary Legislation Scrutiny Committee grounds for drawing attention to the instrument. Raised under the committee's terms of reference, instruments can be reported for multiple reasons and for the same reason in multiple respects.",1,2,,4,Will appear under the heading 'Instruments drawn to the special attention of the House' in the actual report. We will first see notice of the report in the LBP on a Wednesday but the report will be published on a Thursday so we actualise retrospectively.,SLSC report - anchor link to specific instrument.,Date the SLSC met (usually a Tuesday).,"19, 84, 4209, 4210, 4211, 4212, 4214",1607,NxtoUYcv
4214,Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on other grounds (House of Lords),Secondary Legislation Scrutiny Committee (SLSC) draws the special attention of the House to the instrument on other grounds,"Secondary Legislation Scrutiny Committee grounds for drawing attention to the instrument. Raised under the committee's terms of reference, instruments can be reported for multiple reasons and for the same reason in multiple respects.",1,2,,4,Will appear under the heading 'Instruments drawn to the special attention of the House' in the actual report. We will first see notice of the report in the LBP on a Wednesday but the report will be published on a Thursday so we actualise retrospectively.,SLSC report - anchor link to specific instrument.,Date the SLSC met (usually a Tuesday).,"19, 84, 4209, 4210, 4211, 4212, 4213",1608,rN1hC3U5
4248,Correspondence published by the Environmental Audit Committee (House of Commons),Correspondence published by the Environmental Audit Committee,"Committees exchange letters with government departments and others, often to request information or follow up on recommendations.",1,1,,4,"Should be caught in the Vote under Select Committees reports. However, there is a data task to capture any missed on a weekly basis. ",PDF of the correspondence made available by the committee,Date the committee published NOT the date on the correspondence ,,1478,p4uKJssC
4249,Correspondence published by the International Development Committee (House of Commons),Correspondence published by the International Development Committee,"Committees exchange letters with government departments and others, often to request information or follow up on recommendations.",1,1,,4,"Should be caught in the Vote under Select Committees reports. However, there is a data task to capture any missed on a weekly basis. ",PDF of the correspondence made available by the committee,Date the committee published NOT the date on the correspondence ,,1479,Rx4DUeDr
4250,Oral evidence session by the Foreign Affairs Committee (House of Commons),Oral evidence session by the Foreign Affairs Committee,The Foreign Affairs Committee has the power to invite Ministers and other experts to oral evidence sessions before or after they have considered a treaty. ,1,1,,4,The evidence session should appear in the Vote under the inquiry name or as an adhoc piece. ,HTML version should be used unless a pdf is only available,"Date of the session, not the date the transcript was published. ",,1481,OS3PcokO
4362,Oral evidence session by the International Relations and Defence Committee (House of Lords),Oral evidence session by the International Relations and Defence Committee,International Relations and Defence Committee has the power to invite Ministers to oral evidence sessions before or after they have considered a treaty. ,1,2,,4,The committee has the power to invite Ministers to oral evidence sessions before or after they have considered a treaty. These will not appear in the House of Lords minutes so we have to check the IAC webpage once a week for updates,HTML version should be used unless a pdf is only available,"Date of the session, not the date the transcript was published. ",,1484,IHQxEBkA
4363,International Relations and Defence Committee inquiry opened (House of Lords),International Relations and Defence Committee inquiry opened,"Most select committees do most of their work through inquiries into topics within their remit. This could be an area of policy, a draft bill, or a response to an event. Suggestions for inquiry subjects come from many sources, including the chair and committee members, interest groups and members of the public.",1,2,,4,The International Relations and Defence Committee can open an inquiry into a treaty at any stage after it has been laid or in some rare cases before it is laid. Please check the committee page regularly for any new inquiries.,Inquiry page,Check the date on the committee inquiry list page ,,1482,vgJX0YgS
4513,Quorum not met so the question was not decided and the debate adjourned in accordance with Standing Order 56 (House of Lords),Quorum not met so the question was not decided and the debate adjourned in accordance with Standing Order 56,"If, on a division upon a bill, or upon a Question for the approving or disapproving of secondary legislation, less than thirty Lords have voted, the Lord Speaker shall declare the Question not decided, and the debate thereon shall stand adjourned to a subsequent sitting.",1,2,,4,"Librarians actualise this step alongside the question being put. We'd expect to see the question step actualised again, usually, the following day when the debate resumes briefly. ",Link to the Lords Business html page for the specific item,Date the question was originally put,42,1485,9BIbgYPN
4668,Correspondence published by the Foreign Affairs Committee (House of Commons),Correspondence published by the Foreign Affairs Committee,"Committees exchange letters with government departments and others, often to request information or follow up on recommendations.
",1,1,,4,"Should be caught in the Vote under Select Committees reports. However, there is a data task to capture any missed on a weekly basis. ",PDF of the correspondence made available by the committee,Date the committee published NOT the date on the correspondence,,1487,u0cWk7eU
