id,label,name,hassteptype,description,triplestoreid
2062,LRONEG AJ AND,LRONEG AJ,4,,eG2aKzzF
2063,LRONEG AK AND,LRONEG AK,4,,H0yiYDDI
2064,LRONEG AL AND,LRONEG AL,4,,yWOpVWF7
2065,LRONEG AM AND,LRONEG AM,4,,y9KMiGrA
2066,LRONEG AN AND,LRONEG AN,4,,tPovb0GJ
2067,LRONEG AO AND,LRONEG AO,4,,juW4WAeD
2068,LRONEG AP AND,LRONEG AP,4,,P6RuUMQg
2069,LRONEG AQ AND,LRONEG AQ,4,,C3LTzN8r
2070,LRONEG AR AND,LRONEG AR,4,,i3SJy9o1
2071,LRONEG AS AND,LRONEG AS,4,,1bbsjhPp
2072,LRONEG AT AND,LRONEG AT,4,,yx6DLJbn
2073,LRONEG AU AND,LRONEG AU,4,,M50u3CmT
2074,LRONEG AV AND,LRONEG AV,4,,bde9Wswm
2075,LRONEG AW AND,LRONEG AW,4,,vpPtkMLz
2076,LRONEG AY AND,LRONEG AY,4,,EpTJevj3
2077,LRONEG AX AND,LRONEG AX,4,,DaQejYtX
2078,LRONEG AZ AND,LRONEG AZ,4,,POKUkLxD
2079,LRONEG BA AND,LRONEG BA,4,,jnGXscDZ
2080,LRONEG BB AND,LRONEG BB,4,,mCJJqHWi
2081,LRONEG BC AND,LRONEG BC,4,,agbEnnOb
2082,LRONEG AA OR,LRONEG AA,5,,WAjAz5c4
2083,LRONEG AB OR,LRONEG AB,5,,5sSmJ4Or
2084,LRONEG AC OR,LRONEG AC,5,,DVoiXkIk
2085,LRONEG AD OR,LRONEG AD,5,,7RqNHm3d
2086,LRONEG AE OR,LRONEG AE,5,,1cmqLv5r
2087,LRONEG AF OR,LRONEG AF,5,,1nDMqhpI
2088,LRONEG AA NOT,LRONEG AA,3,,wWv8iLS6
2089,LRONEG AB NOT,LRONEG AB,3,,6TkKLuHN
2090,LRONEG AC NOT,LRONEG AC,3,,TtenEy3D
2091,LRONEG AD NOT,LRONEG AD,3,,ZQNsLHY8
2092,LRONEG AE NOT,LRONEG AE,3,,E8hwVTKT
2093,LRONEG AF NOT,LRONEG AF,3,,7q6ipMUt
2094,LRONEG AG NOT,LRONEG AG,3,,yugMr3Xz
2095,LRONEG AH NOT,LRONEG AH,3,,OscRF2za
2096,LRONEG AI NOT,LRONEG AI,3,,g2B7gifz
2097,LRONEG AJ NOT,LRONEG AJ,3,,XDSfHP1l
2098,LRONEG AA Decision,LRONEG AA,2,,eHvvykVA
2099,LRONEG AB Decision,LRONEG AB,2,,VDcbAkr5
2100,LRONEG AC Decision,LRONEG AC,2,,uf8etOSQ
2101,LRONEG AD Decision,LRONEG AD,2,,TVKvGjSj
2102,LRONEG AE Decision,LRONEG AE,2,,Zj7kwqkO
2103,LRONEG AF Decision,LRONEG AF,2,,GqttGMMj
2104,LRONEG AG Decision,LRONEG AG,2,,IUTzk0yL
2105,LRONEG AH Decision,LRONEG AH,2,,7FKccbfR
2106,LRONEG AI Decision,LRONEG AI,2,,jLO8WHnf
2107,LRONEG AJ Decision,LRONEG AJ,2,,9obLaVDi
2108,LRONEG AK Decision,LRONEG AK,2,,KbK2FP6a
2109,LRONEG AL Decision,LRONEG AL,2,,UlktEy7P
2110,LRONEG AM Decision,LRONEG AM,2,,Xy1xxrOp
2111,LRONEG AN Decision,LRONEG AN,2,,6F5bDpW6
2112,LRONEG AO Decision,LRONEG AO,2,,X9xpxU3x
2113,LRONEG AP Decision,LRONEG AP,2,,fAjqG7vp
2114,LRONEG AQ Decision,LRONEG AQ,2,,uwczfjN8
2115,LRONEG AR Decision,LRONEG AR,2,,MMHx3KtO
2116,LRONEG AS Decision,LRONEG AS,2,,kFCbL1fN
2117,LRONEG AT Decision,LRONEG AT,2,,kxjCErWL
2118,LRONEG AU Decision,LRONEG AU,2,,4vqyqzsn
2119,LRONEG AV Decision,LRONEG AV,2,,4UUoiiY0
2120,LRONEG AW Decision,LRONEG AW,2,,Lk8ckiEb
2121,LRONEG AX Decision,LRONEG AX,2,,T2VwAAyG
2122,LRONEG AA SUM,LRONEG AA,8,,87ijJStZ
2123,LRONEG AB SUM,LRONEG AB,8,,2CB66Vw1
2124,LRONEG AC SUM,LRONEG AC,8,,h6EqXZ3G
2125,LRONEG AD SUM,LRONEG AD,8,,qZIO0a3D
2126,LRONEG AE SUM,LRONEG AE,8,,178vvcxG
2127,LRONEG AF SUM,LRONEG AF,8,,kNeoJ8KK
2128,LRONEG AG SUM,LRONEG AG,8,,A00G6meo
2129,LRONEG AH SUM,LRONEG AH,8,,0AdLbe5H
2130,LRONEG AI SUM,LRONEG AI,8,,PqOyleBM
2131,LRONEG AJ SUM,LRONEG AJ,8,,EWi4xmMM
2132,LRONEG AK SUM,LRONEG AK,8,,R9LIA8ac
2133,LRONEG AL SUM,LRONEG AL,8,,8pWFSgZR
2134,LRONEG AA EQUALS,LRONEG AA,10,,wqp5cjQU
2135,LRONEG AB EQUALS,LRONEG AB,10,,z52hAreR
2136,LRONEG AC EQUALS,LRONEG AC,10,,A85DZPD9
2137,LRONEG AD EQUALS,LRONEG AD,10,,4vEHZnSh
2138,LRONEG AE EQUALS,LRONEG AE,10,,puqcpAb7
2139,LRONEG AF EQUALS,LRONEG AF,10,,hX6SUkZB
2140,LRONEG AE Summation,LRONEG AE,11,More questions have been put than outcomes recorded,PtHosFzw
2141,LRONEG AF Summation,LRONEG AF,11,More questions have been put than outcomes recorded,akQDVBfZ
2142,LRONEG AG Summation,LRONEG AG,11,Fatal motion approved in one or both Houses,Ng5DrSXD
2143,LRONEG AH Summation,LRONEG AH,11,Fatal motion approved in one or both Houses or instrument withdrawn,TJTA5o5M
2144,LRONEG AI Summation,LRONEG AI,11,Negative instrument can be made,wYlXQpCe
2145,LRONEG AJ Summation,LRONEG AJ,11,Negative instrument cannot be made,O3NcCWca
2146,LRONEG AK Summation,LRONEG AK,11,Negative instrument can be withdrawn from either House,evrKcPfY
2147,LRONEG AL Summation,LRONEG AL,11,More questions have been put than outcomes recorded,xmec4pnW
2148,LRONEG AM Summation,LRONEG AM,11,More questions have been put than outcomes recorded,J5017w9G
2149,LROAFF AA AND,LROAFF AA,4,,KerWf9et
2150,LROAFF AB AND,LROAFF AB,4,,l8RrfpN5
2151,LROAFF AC AND,LROAFF AC,4,,WbS1ZFJw
2152,LROAFF AO NOT,LROAFF AO,3,,7fSJRbaU
2153,LROAFF AE AND,LROAFF AE,4,,anFwnElL
2154,LROAFF AF AND,LROAFF AF,4,,76qYi4dM
2155,LROAFF AG AND,LROAFF AG,4,,ziZIr3Xx
2156,LROAFF AH AND,LROAFF AH,4,,BhVItz5R
2157,LROAFF AI AND,LROAFF AI,4,,rfEdzcV5
2158,LROAFF AJ AND,LROAFF AJ,4,,b8oASNen
2159,LROAFF AK AND,LROAFF AK,4,,pKchYHtk
2160,LROAFF AL AND,LROAFF AL,4,,RryvPCMl
2161,LROAFF AM AND,LROAFF AM,4,,XeAgpZTP
2162,LROAFF AN AND,LROAFF AN,4,,0SZ7DzUF
2163,LROAFF AO AND,LROAFF AO,4,,eaFnXLet
2164,LROAFF AP AND,LROAFF AP,4,,wZNlw5UX
2165,LROAFF AQ AND,LROAFF AQ,4,,vqm8WPoa
2166,LROAFF AR AND,LROAFF AR,4,,PuALq6Ej
2167,LROAFF AS AND,LROAFF AS,4,,BkaD6YHi
2168,LROAFF AT AND,LROAFF AT,4,,mOI9IkYm
2169,LROAFF AU AND,LROAFF AU,4,,2jZva0yH
2170,LROAFF AA OR,LROAFF AA,5,,I2QmhAjM
2171,LROAFF AB OR,LROAFF AB,5,,i4IWcuLV
2172,LROAFF AC OR,LROAFF AC,5,,WqGRx7sz
2173,LROAFF AD OR,LROAFF AD,5,,gfn4pFie
2174,LROAFF AE OR,LROAFF AE,5,,pkXpxwSZ
2175,LROAFF AF OR,LROAFF AF,5,,Fl82fGlM
2176,LROAFF AG OR,LROAFF AG,5,,Ed3mS17I
2177,LROAFF AH OR,LROAFF AH,5,,7ip9q7oS
2178,LROAFF AA NOT,LROAFF AA,3,,SQQQvJU6
2179,LROAFF AB NOT,LROAFF AB,3,,xfZmPhsk
2180,LROAFF AC NOT,LROAFF AC,3,,btxJFtsp
2181,LROAFF AD NOT,LROAFF AD,3,,KIwyZR8T
2182,LROAFF AE NOT,LROAFF AE,3,,1fvuYeqq
2183,LROAFF AF NOT,LROAFF AF,3,,7usuRjFr
2184,LROAFF AG NOT,LROAFF AG,3,,YPNdJiR7
2185,LROAFF AH NOT,LROAFF AH,3,,2l4CapMP
2186,LROAFF AI NOT,LROAFF AI,3,,82XRDFrl
2187,LROAFF AJ NOT,LROAFF AJ,3,,Z4a8LlKL
2188,LROAFF AK NOT,LROAFF AK,3,,HyeAyAhN
2189,LROAFF AL NOT,LROAFF AL,3,,VlRql67S
2190,LROAFF AM NOT,LROAFF AM,3,,LdvnKMX6
2191,LROAFF AA Decision,LROAFF AA,2,,I3sRenyy
2192,LROAFF AB Decision,LROAFF AB,2,,iUdOv5w1
2193,LROAFF AC Decision,LROAFF AC,2,,u85XPfMR
2194,LROAFF AD Decision,LROAFF AD,2,,9lTsoafX
2195,LROAFF AE Decision,LROAFF AE,2,,U0EOvK0m
2196,LROAFF AF Decision,LROAFF AF,2,,42KUGpST
2197,LROAFF AG Decision,LROAFF AG,2,,62TqR3G8
2198,LROAFF AH Decision,LROAFF AH,2,,t0vE9j9C
2199,LROAFF AI Decision,LROAFF AI,2,,TMih3LtS
2200,LROAFF AJ Decision,LROAFF AJ,2,,g3rbzgoq
2201,LROAFF AK Decision,LROAFF AK,2,,Ka24ndQ8
2202,LROAFF AL Decision,LROAFF AL,2,,rzfG1rvb
2203,LROAFF AM Decision,LROAFF AM,2,,e9t87ZTP
2204,LROAFF AN Decision,LROAFF AN,2,,NJOiTc8B
2205,LROAFF AO Decision,LROAFF AO,2,,lSuOOvnK
2206,LROAFF AP Decision,LROAFF AP,2,,blKIgE1U
2207,LROAFF AQ Decision,LROAFF AQ,2,,3cAOyp8K
2208,LROAFF AA SUM,LROAFF AA,8,,I9eU9OMW
2209,LROAFF AB SUM,LROAFF AB,8,,Ec7OyaqN
2210,LROAFF AC SUM,LROAFF AC,8,,BvG7ImE2
2211,LROAFF AD SUM,LROAFF AD,8,,q5W7CGfz
2212,LROAFF AE SUM,LROAFF AE,8,,vcjK2kNx
2213,LROAFF AF SUM,LROAFF AF,8,,KUIJZF7B
2214,LROAFF AG SUM,LROAFF AG,8,,BOg5gopc
2215,LROAFF AH SUM,LROAFF AH,8,,RXQTDKhN
2216,LROAFF AA EQUALS,LROAFF AA,10,,oA8S1vI5
2217,LROAFF AB EQUALS,LROAFF AB,10,,lpYDFLMg
2218,LROAFF AC EQUALS,LROAFF AC,10,,EuPrvz4l
2219,LROAFF AD EQUALS,LROAFF AD,10,,nW5iYTCs
2220,LROAFF AE EQUALS,LROAFF AE,10,,G5xk1NF9
2221,LROAFF AA Summation,LROAFF AA,11,Motion to approve the instrument extant,6ZH1A43M
2222,LROAFF AB Summation,LROAFF AB,11,More questions have been put than outcomes recorded,m0CP4Li6
2223,LROAFF AC Summation,LROAFF AC,11,Instrument rejected by one or both Houses,AbHMuHTj
2224,LROAFF AD Summation,LROAFF AD,11,Instrument rejected by one or both Houses or instrument withdrawn,04pbe040
2225,LROAFF AE Summation,LROAFF AE,11,Affirmative instrument can be made,fENZfiC9
2226,LROAFF AF Summation,LROAFF AF,11,Affirmative instrument cannot be made,wseHqVMM
2227,LROAFF AG Summation,LROAFF AG,11,Affirmative instrument can be withdrawn from Commons,t9cfKj5n
2228,LROAFF AH Summation,LROAFF AH,11,More questions have been put than outcomes recorded,6DDXLz24
2229,LROAFF AI Summation,LROAFF AI,11,More questions have been put than outcomes recorded,ViWcoxtP
2230,LROAFF AJ Summation,LROAFF AJ,11,More questions have been put than outcomes recorded,37GBpfAG
2231,LROAFF AK Summation,LROAFF AK,11,Questions can be put in affirmative procedure,iYayBsXN
2234,LRO AD Summation,LRO AD,11,Instrument not withdrawn from the House of Commons,BmU3bXTX
2235,LRO AE Summation,LRO AE,11,A committee can consider,khsTnA0d
2236,LRO AC Summation,LRO AC,11,Procedure can be determined,5nSxNx4z
2237,LRO AB Summation,LRO AB,11,Minister has not recommended a procedure,Jky21jWa
2238,LRO AA Summation,LRO AA,11,Minister has recommended a procedure,MnSy2yIa
2239,LRO AF Summation,LRO AF,11,There can be a debate on an approval motion,FTo8x936
2240,LRO AG Summation,LRO AG,11,There can be a debate on a fatal motion,kXJfqfRw
2241,LRO AH Summation,LRO AH,11,A debate has not taken place,Vq84LCwo
2242,LRO AI Summation,LRO AI,11,A debate has taken place,HZgAQJy5
2243,LRO AJ Summation,LRO AJ,11,At least one House has agreed on affirmative,JMVeSoay
2244,LRO AK Summation,LRO AK,11,At least one House has agreed on super-affirmative,U8YQXzbG
2245,LRO AL Summation,LRO AL,11,Instrument will follow an affirmative procedure,YRVVbtw0
2246,LRO AM Summation,LRO AM,11,Procedure has been determined,UVTdtvaA
2247,LRO AN Summation,LRO AN,11,Procedure has not been determined,hw8zs0PU
2248,LRO AO Summation,LRO AO,11,Instrument cannot be made,6kQWYyTy
2249,LRO AP Summation,LRO AP,11,Instrument can be made,Vn5Tri8V
2250,LRO AQ Summation,LRO AQ,11,Instrument not withdrawn from the House of Lords ,Q8PRlLEh
2251,LRO AR Summation,LRO AR,11,Members motion(s) in the negative procedure can be tabled,hbkDnWi3
2252,LRO AT Summation,LRO AT,11,Prayers can be tabled,oRWv0at8
2253,LRO AU Summation,LRO AU,11,Non-fatal motion(s) to object to the instrument extant,Czj20q0o
2254,LRO AV Summation,LRO AV,11,Motion(s) to stop the instrument becoming law extant,ZXyglP3w
2255,LRO AW Summation,LRO AW,11,Motion(s) to take note of the instrument extant,tuP4NT4b
2256,LRO BE Summation,LRO BE,11,More questions have been put than outcomes recorded,z7Mjvs7N
2257,LRO AX Summation,LRO AX,11,Non-fatal motion(s) to object to the instrument extant,77yiIbqE
2258,LRO AY Summation,LRO AY,11,Motion to approve the instrument extant,OyxgEBGW
2259,LRO AZ Summation,LRO AZ,11,Motion to stop the instrument becoming law extant,7ZZliAt6
2260,LRO BA Summation,LRO BA,11,Question on the motion to approve the instrument not yet put,QBpMa39q
2261,LRO BB Summation,LRO BB,11,A debate may take place,a3V3cLyw
2262,LRO BC Summation,LRO BC,11,Chamber debate must take place,P2l06yyw
2263,LRO BD Summation,LRO BD,11,A debate has taken place,JAxUYiih
2264,LRO BF Summation,LRO BF,11,Instrument laid into both Houses,0F6NXkb1
2265,LRO BG Summation,LRO BG,11,Procedure determination period not ended,jqYdvdFP
2266,LRO BH Summation,LRO BH,11,Objection period not ended,TjvECI2S
2267,LRO BI Summation,LRO BI,11,Affirmative pre-approval period not ended,h5pnNTDy
2268,LRO BJ Summation,LRO BJ,11,Super-affirmative pre-approval period not ended,jnr4BKAH
2269,LRO BK Summation,LRO BK,11,Procedure specific scrutiny period ended,zMjJ03vM
2270,LRO BL Summation,LRO BL,11,Procedure specific scrutiny period not ended,SeDO9dYc
2271,LROAFF AL Summation,LROAFF AL,11,Affirmative instrument can be withdrawn from Lords ,TOzd7QZv
2272,LROAFF AI OR,LROAFF AI,5,,eJ4IscP6
2273,LROAFF AN NOT,LROAFF AN,3,,nXFwFAS7
2274,LROAFF AJ OR,LROAFF AJ,5,,204xxRYr
2282,LROLPD AM Decision,LROLPD AM,2,,DvBNFDNR
2285,LROCCC AA AND,LROCCC AA,4,,o2cEDgFo
2286,LRO AS Summation,LRO AS,11,Motion(s) in the affirmative procedure can be tabled,psZ9fDas
2287,LRONEG AY Decision,LRONEG AY,2,,wdcCOECB
2288,LROAFF AR Decision,LROAFF AR,2,,PfO1gm9C
2290,LRO BM Summation,LRO BM,11,Oral evidence can be taken,nQaGnMSq
2293,LROCCC AQ Decision,LROCCC AQ,2,,oBye0KTw
2295,LROCPD AT Decision,LROCPD AT,2,,WatHkkdK
2296,LROLPD AQ AND,LROLPD AQ,4,,gR85FLhq
2297,LROLPD AR AND,LROLPD AR,4,,CInYJZ4z
2298,LROLPD AS AND,LROLPD AS,4,,f45UUdzi
2299,LROCPD AV AND,LROCPD AV,4,,UftQwTsf
2300,LROCPD AW AND,LROCPD AW,4,,TIWkq8nK
2301,LROCPD AX AND,LROCPD AX,4,,IqI5L0Fo
2302,LROCPD AY AND,LROCPD AY,4,,kf3cN427
2303,LROCPD AZ AND,LROCPD AZ,4,,EKdzA8BQ
2304,LROCPD BA AND,LROCPD BA,4,,DKHQT1P0
2305,LROCPD AI NOT,LROCPD AI,3,,tDryvjGt
2306,LROCPD AR OR,LROCPD AR,5,,JZFz4Bx1
2307,LROCPD AM Summation,LROCPD AM,11,House has not resolved within procedure determination period,BBqrzJK6
2308,LROCPD AN Summation,LROCPD AN,11,Procedure determination period ended with no committee consideration,YWcdl7xs
2309,LROCPD AO Summation,LROCPD AO,11,House resolved against committee decision to upgrade,dixBRM4l
2310,LROCPD AP Summation,LROCPD AP,11,House agrees with committee or has not resolved in determination period ,v3R42rew
2311,LROCPD AQ Summation,LROCPD AQ,11,Upgraded from negative to affirmative,NAUJTLa9
2312,LROCPD AR Summation,LROCPD AR,11,Remains subject to the affirmative procedure,eo5xCjCA
2314,TREATY EFRA AG Decision,TREATY EFRA AG,2,,oThCMJxh
2315,LROLPD AK OR,LROLPD AK,5,,SLd4rbLH
2316,LROLPD AL OR,LROLPD AL,5,,N9zvlAbZ
2317,LROLPD AH NOT,LROLPD AH,3,,MeNvW2DK
2318,LROLPD AT AND,LROLPD AT,4,,teqVUVnn
2319,LROLPD AG Summation,LROLPD AG,11,House has not resolved within procedure determination period ,T0GCUzwJ
2320,LROLPD AH Summation,LROLPD AH,11,House agrees with committee or has not resolved in determination period ,77h86GTf
2321,LROLPD AI Summation,LROLPD AI,11,Procedure determination period ended with no committee consideration,l2qhyDGA
2322,LROLPD AJ Summation,LROLPD AJ,11,House resolved against committee decision to upgrade,iz5Mt8nb
2323,LROLPD AK Summation,LROLPD AK,11,Upgraded to the affirmative procedure ,QXgHTbbs
2324,LROLPD AL Summation,LROLPD AL,11,Remains subject to the affirmative procedure ,sAgzaIGN
2329,LROAFF AV AND,LROAFF AV,4,,7jQWl0ww
2330,LROAFF AW AND,LROAFF AW,4,,9TVZDjmt
2331,LROAFF AP NOT,LROAFF AP,3,,VlZfhrkd
2332,LROAFF AQ NOT,LROAFF AQ,3,,qSs2mMxD
2333,LROAFF AM Summation,LROAFF AM,11,Ministerial statement made and order not approved by the Commons,lqxi6HHb
2334,LROAFF AX AND,LROAFF AX,4,,3ZZnk1AZ
2335,LROAFF AR NOT,LROAFF AR,3,,SJ5qdd6B
2336,LROAFF AY AND,LROAFF AY,4,,b5ezRNIC
2337,LROAFF AS NOT,LROAFF AS,3,,pXNGCSUX
2338,LROAFF AN Summation,LROAFF AN,11,Ministerial statement made and order not approved by the Lords,tIwgwZYR
2339,LRO BN Summation,LRO BN,11,Affirmative approval period not ended,yvrx3kDf
2340,LROLCC AH AND,LROLCC AH,4,,idaYmdF1
2341,LROLCC AI AND,LROLCC AI,4,,PDhx0uPi
2342,LROLCC AA OR,LROLCC AA,5,,bceInFdL
2343,LROLCC AB OR,LROLCC AB,5,,JG8AV73k
2344,LROCCC AJ AND,LROCCC AJ,4,,NAg6ibva
2345,LROCCC AK AND,LROCCC AK,4,,0lriFazU
2346,LROCCC AL AND,LROCCC AL,4,,XP96Q3ON
2347,LROCCC AB OR,LROCCC AB,5,,9WaLjQBX
2348,LROCCC AC OR,LROCCC AC,5,,eNCklqMj
2349,LROCCC AI Summation,LROCCC AI,11,Committee can veto ,8WBhv3oZ
2352,CT BE Summation,CT BE,11,Treaty scrutiny may start,paG4fgCW
2353,TREATY IAC+EAC AO Decision,TREATY IAC+EAC AO,2,,WuG6R81M
2354,TREATY ITC AM Decision,TREATY ITC AM,2,,cyfp5K1Z
2355,TREATY ITC AN Decision,TREATY ITC AN,2,,fAw2vdiL
2356,TREATY ITC AQ NOT,TREATY ITC AQ,3,,IPHWx83x
2357,TREATY ITC AR AND,TREATY ITC AR,4,,TsCYa0E2
2359,TREATY EFRA AH Decision,TREATY EFRA AH,2,,Eu70d68T
2360,TREATY EFRA AK NOT,TREATY EFRA AK,3,,eMFd2cz1
2361,TREATY EFRA AK AND,TREATY EFRA AK,4,,V8vHV6qM
2362,TREATY ITC AS AND,TREATY ITC AS,4,,rwaeNj3g
2363,TREATY ITC AT AND,TREATY ITC AT,4,,mMSJqKiL
2366,TREATY NIAC AA Decision,TREATY NIAC AA,2,,CFiPCIxj
2367,TREATY NIAC AB Decision,TREATY NIAC AB,2,,C4LgWkEE
2368,TREATY NIAC AA NOT,TREATY NIAC AA,3,,DKEkvy1j
2369,TREATY NIAC AA AND,TREATY NIAC AA,4,,Kpsj8Z97
2373,CV Decision,CV,2,,3L1Bod0f
2374,CW Decision,CW,2,,xzXpC9LI
2375,CX Decision,CX,2,,Eyqsuvuw
2378,CY Decision,CY,2,,mEzoRUpe
2379,CZ Decision,CZ,2,,6bHLCWdy
2380,AW EQUALS,AW,10,,hfChoTrP
2382,DA Decision,DA,2,,XwaxrwpV
2389,DB Decision,DB,2,,imkmH0A4
2390,DC Decision,DC,2,,YiNnm8cY
2391,DD Decision,DD,2,,fTy0DxbN
2392,DE Decision,DE,2,,iR2EMhyf
2393,AX EQUALS,AX,10,,kiHoyUxI
2394,DF Decision,DF,2,,c2qiYSfh
2395,DG Decision,DG,2,,cBGwmfdr
2396,TREATY ITC AU AND,TREATY ITC AU,4,,IRDFoA8M
2397,TREATY ITC AO Decision,TREATY ITC AO,2,,iYzj0Ci1
2398,TREATY ITC AR NOT,TREATY ITC AR,3,,ULmTT1zg
2402,LROLD AA AND,LROLD AA,4,,BeWzw1bZ
2403,LROLD AB AND,LROLD AB,4,,Qbh9kNL8
2404,LROLD AC AND,LROLD AC,4,,BD4ltyus
2405,LROLD AD AND,LROLD AD,4,,W8fSVwEM
2406,LROLD AE AND,LROLD AE,4,,IEqdwM5o
2407,LROLD AF AND,LROLD AF,4,,DPKUdnDJ
2408,LROLD AG AND,LROLD AG,4,,xkintB5p
2409,LROLD AH AND,LROLD AH,4,,W619MTHt
2410,LROLD AI AND,LROLD AI,4,,XLXfJKGO
2411,LROLD AJ AND,LROLD AJ,4,,lGsUWufx
2412,LROLD AK AND,LROLD AK,4,,LJOOhG3T
2413,LROLD AA OR,LROLD AA,5,,tfUXHNMc
2414,LROLD AB OR,LROLD AB,5,,NR1Esq6E
2415,LROLD AC OR,LROLD AC,5,,QhKJCMuG
2416,LROLD AD OR,LROLD AD,5,,7ZVl9mvK
2417,LROLD AE OR,LROLD AE,5,,6OuYRN5M
2418,LROLD AA NOT,LROLD AA,3,,Z4XrO7gl
2419,LROLD AB NOT,LROLD AB,3,,F81shXS0
2420,LROLD AC NOT,LROLD AC,3,,3kIPCV7h
2421,LROLD AA Decision,LROLD AA,2,,fAjqlbj3
2422,LROLD AA Summation,LROLD AA,11,There are amendments to the approval motion,Tyu8OieR
2423,LROLD AB Summation,LROLD AB,11,Affirmative procedure with approval motion extant and no amendments,iqLP3G92
2424,LROLD AC Summation,LROLD AC,11,Affirmative procedure with approval motion and amendment to approval motion extant,UgHt2XS7
2425,LROLD AD Summation,LROLD AD,11,Affirmative instrument with approval motion extant without amendments outside scrutiny period,AG1pa9wa
2426,LROLD AE Summation,LROLD AE,11,Affirmative instrument with approval motion and amendment extant outside scrutiny period,x5MJ4Mf0
2427,LROLD AF Summation,LROLD AF,11,Debate may take place in the affirmative procedure,pUr8a4EP
2428,LROLD AG Summation,LROLD AG,11,Debate on take note motion can take place,lXL0XEJs
2429,LROLD AH Summation,LROLD AH,11,A debate may take place,rlYZA44r
2430,LROLD AI Summation,LROLD AI,11,Negative instrument with fatal motion extant within objection period ,TBHPx9xV
2431,LROLD AJ Summation,LROLD AJ,11,Chamber debate must take place,Sq1eT0Gz
2478,SC AA AND,SC AA,4,,K5zwJQQr
2479,SC AB AND,SC AB,4,,7fOKTB6l
2480,SC AC AND,SC AC,4,,20fyA6ex
2481,SC AD AND,SC AD,4,,zRHFYldN
2482,SC AE AND,SC AE,4,,fwPWo7td
2483,SC AF AND,SC AF,4,,ekcnni64
2484,SC AG AND,SC AG,4,,e1MgfNUh
2485,SC AH AND,SC AH,4,,A3ZX23y3
2486,SC AI AND,SC AI,4,,dtJFs930
2487,SC AJ AND,SC AJ,4,,Delr8mrd
2488,SC AK AND,SC AK,4,,1jMp2ZpT
2489,SC AL AND,SC AL,4,,PSNZ7uLv
2490,SC AM AND,SC AM,4,,Ill6dVrE
2491,SC AN AND,SC AN,4,,QZWA4CTM
2492,SC AO AND,SC AO,4,,QHW1SnbJ
2493,SC AP AND,SC AP,4,,6AkcpINX
2494,SC AQ AND,SC AQ,4,,ufMgxVK5
2495,SC AR AND,SC AR,4,,t4YI3pTk
2496,SC AS AND,SC AS,4,,med2CPpc
2497,SC AA OR,SC AA,5,,wjlUVYgo
2498,SC AB OR,SC AB,5,,oYDkyEdf
2499,SC AA NOT,SC AA,3,,OYecIjnc
2500,SC AB NOT,SC AB,3,,7RMhsqau
2501,SC AC NOT,SC AC,3,,nn6ouWmO
2502,SC AD NOT,SC AD,3,,7w3NsiDg
2503,SC AE NOT,SC AE,3,,R3blFekG
2504,SC AF NOT,SC AF,3,,uoYMPNb0
2505,SC AG NOT,SC AG,3,,0SDnfTP0
2506,SC AH NOT,SC AH,3,,jGFjsHbL
2507,SC AI NOT,SC AI,3,,nmsQKuaB
2508,SC AJ NOT,SC AJ,3,,uLprSh5r
2509,SC AK NOT,SC AK,3,,HzT8nP9G
2510,SC AL NOT,SC AL,3,,AsFoj2VF
2511,SC AM NOT,SC AM,3,,3XfRF4r6
2512,SC AN NOT,SC AN,3,,SGTCNr5Z
2513,SC AO NOT,SC AO,3,,LB0GjMeZ
2514,SC AP NOT,SC AP,3,,HLYyFnsD
2515,SC AQ NOT,SC AQ,3,,hEMN69gV
2516,SC AR NOT,SC AR,3,,KM6wtnUp
2517,SC AS NOT,SC AS,3,,MLLCCyYf
2518,SC AT NOT,SC AT,3,,xDdWw6kg
2519,SC AA Decision,SC AA,2,,eYi6QkGm
2520,SC AB Decision,SC AB,2,,Boqby0xJ
2521,SC AC Decision,SC AC,2,,1YOqenKy
2522,SC AD Decision,SC AD,2,,sgV5D0WF
2523,SC AE Decision,SC AE,2,,pHWVcwjf
2524,SC AF Decision,SC AF,2,,Q6yiIsFF
2525,SC AG Decision,SC AG,2,,2lsvJAwe
2526,SC AH Decision,SC AH,2,,vw4EbSzo
2527,SC AI Decision,SC AI,2,,pUoUSeHr
2528,SC AJ Decision,SC AJ,2,,nQCaHZqx
2529,SC AK Decision,SC AK,2,,7ZgEMV4C
2530,SC AL Decision,SC AL,2,,9jxGzJ4g
2531,SC AM Decision,SC AM,2,,B2mygpRc
2532,SC AN Decision,SC AN,2,,lnNEZ5HH
2533,SC AO Decision,SC AO,2,,4iNCyTeN
2534,SC AP Decision,SC AP,2,,kPtWwabb
2535,SC AQ Decision,SC AQ,2,,Fva2N300
2536,SC AR Decision,SC AR,2,,oP1fBeW6
2537,SC AS Decision,SC AS,2,,xy5hDGh3
2538,SC AT Decision,SC AT,2,,7OrXygrZ
2539,SC AU Decision,SC AU,2,,TyjoG69V
2540,SC AV Decision,SC AV,2,,9NrtNW2l
2541,SC AW Decision,SC AW,2,,1p23JnCF
2542,SC AX Decision,SC AX,2,,vjfY9C4l
2543,SC AY Decision,SC AY,2,,DFzqUlXH
2544,SC AZ Decision,SC AZ,2,,YSaZ8cym
2545,SC BA Decision,SC BA,2,,h5jzmrRe
2546,SC BB Decision,SC BB,2,,pS0evErd
