id,triplestoreid,inprocedure,label,fromstep,tostep
13722,fpP2ZGxo,81,Route from DNLM AZ Decision to DNLM AH Summation in the Draft negative: Lords motions procedure,urn:procedure-editor:Step:4446,urn:procedure-editor:Step:4474
13723,vcINvMGm,81,Route from Motion to take note of the instrument approved (House of Lords) to DNLM AR SUM in the Draft negative: Lords motions procedure,urn:procedure-editor:BusinessStep:1118,urn:procedure-editor:Step:4465
13724,Yxl7QSCi,81,Route from Motion to take note of the instrument rejected (House of Lords) to DNLM AR SUM in the Draft negative: Lords motions procedure,urn:procedure-editor:BusinessStep:1119,urn:procedure-editor:Step:4465
13726,WNlkWaav,81,Route from DNLM AH Summation to Motion to take note of the instrument rejected (House of Lords) in the Draft negative: Lords motions procedure,urn:procedure-editor:Step:4474,urn:procedure-editor:BusinessStep:1119
13727,2XRAZ29a,81,Route from DNLM AB OR to DNLM AB AND in the Draft negative: Lords motions procedure,urn:procedure-editor:Step:4406,urn:procedure-editor:Step:4396
13728,DzQHPnKr,82,"Route from Considered by the Joint Committee on Statutory Instruments (JCSI) (House of Commons, House of Lords) to MA JCSISR AA NOT in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure",urn:procedure-editor:BusinessStep:8,urn:procedure-editor:Step:4488
13729,Mpj9Y0cn,82,"Route from Considered by the Joint Committee on Statutory Instruments (JCSI) (House of Commons, House of Lords) to MA JCSISR AA OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure",urn:procedure-editor:BusinessStep:8,urn:procedure-editor:Step:4483
13730,1lqVOy3L,82,"Route from Considered by the Joint Committee on Statutory Instruments (JCSI) (House of Commons, House of Lords) to MA JCSISR AC OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure",urn:procedure-editor:BusinessStep:8,urn:procedure-editor:Step:4485
13731,TpA2s6M9,82,Route from MA JCSISR AA NOT to MA JCSISR AA AND in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4488,urn:procedure-editor:Step:4478
13732,lrHLNVNP,82,Route from MA JCSISR AA AND to MA JCSISR AB AND in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4478,urn:procedure-editor:Step:4479
13733,qu7LsnVV,82,Route from MA JCSISR AB NOT to MA JCSISR AB AND in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4489,urn:procedure-editor:Step:4479
13734,o4xEmBTl,82,Route from Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put (House of Lords) to MA JCSISR AB NOT in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2813,urn:procedure-editor:Step:4489
13735,iVY29DHq,82,Route from MA JCSISR AD Summation to MA JCSISR AC AND in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4755,urn:procedure-editor:Step:4480
13736,C3kGDDcY,82,Route from MA JCSISR AB AND to MA JCSISR AC AND in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4479,urn:procedure-editor:Step:4480
13737,kXW5ak0B,82,Route from MA JCSISR AC AND to MA JCSISR AA Decision in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4480,urn:procedure-editor:Step:4494
13738,GeouTLcj,82,Route from MA JCSISR AA Decision to Motion tabled that Standing Order 73 be dispensed with to enable motion to approve to be moved (House of Lords) in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4494,urn:procedure-editor:BusinessStep:2808
13739,xSk64t7O,82,Route from Motion tabled that Standing Order 73 be dispensed with to enable motion to approve to be moved (House of Lords) to MA JCSISR AA EQUALS in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2808,urn:procedure-editor:Step:4508
13740,ZkhIQ4gj,82,Route from MA JCSISR AA Summation to MA JCSISR AD AND in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4510,urn:procedure-editor:Step:4481
13742,o7MmxRIN,82,Route from MA JCSISR AD AND to Debate on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved (House of Lords) in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4481,urn:procedure-editor:BusinessStep:3263
13743,thRmvuJN,82,Route from Debate on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved (House of Lords) to MA JCSISR AF NOT in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:3263,urn:procedure-editor:Step:4493
13744,Ri3H5zDa,82,Route from MA JCSISR AF NOT to MA JCSISR AD AND in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4493,urn:procedure-editor:Step:4481
13745,3bdBOyAj,82,Route from MA JCSISR AA EQUALS to MA JCSISR AD Summation in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4508,urn:procedure-editor:Step:4755
13746,EJBgbWjE,82,Route from MA JCSISR AD NOT to MA JCSISR AD Decision in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4491,urn:procedure-editor:Step:4497
13748,wtMaOSIG,82,Route from MA JCSISR AA Summation to MA JCSISR AE AND in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4510,urn:procedure-editor:Step:4482
13749,T7f0Juqv,82,Route from MA JCSISR AD Decision to MA JCSISR AA Summation in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4497,urn:procedure-editor:Step:4510
13754,FhyBoYlf,82,Route from Instrument revoked by another instrument to MA JCSISR AE OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:230,urn:procedure-editor:Step:4487
13755,Kp6cn0ps,82,Route from Instrument lapsed to MA JCSISR AE OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:232,urn:procedure-editor:Step:4487
13756,SsLjDtdR,82,Route from MA JCSISR AE OR to MA JCSISR AD OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4487,urn:procedure-editor:Step:4486
13757,WlmwTFUV,82,Route from Instrument rejected (House of Commons) to MA JCSISR AD OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:96,urn:procedure-editor:Step:4486
13758,vMAzGT3U,82,Route from MA JCSISR AD OR to MA JCSISR AC OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4486,urn:procedure-editor:Step:4485
13759,WdFin6Iv,82,Route from MA JCSISR AC OR to MA JCSISR AE AND in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4485,urn:procedure-editor:Step:4482
13760,zxIxjfzU,82,Route from MA JCSISR AE AND to MA JCSISR AB OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4482,urn:procedure-editor:Step:4484
13761,XFesnW8D,82,Route from MA JCSISR AB OR to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved withdrawn (House of Lords) in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4484,urn:procedure-editor:BusinessStep:2809
13762,0NIT9pOj,82,Route from MA JCSISR AA Summation to MA JCSISR AB OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4510,urn:procedure-editor:Step:4484
13763,wBxt86Je,82,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved withdrawn (House of Lords) to MA JCSISR AA SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2809,urn:procedure-editor:Step:4503
13764,UAjiAmQW,82,Route from MA JCSISR AA SUM to MA JCSISR AA EQUALS in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4503,urn:procedure-editor:Step:4508
13765,IBP25DbW,82,Route from MA JCSISR AA Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved lapsed at end of session (House of Lords) in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4510,urn:procedure-editor:BusinessStep:2810
13766,NqLPkPPK,82,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved lapsed at end of session (House of Lords) to MA JCSISR AB SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2810,urn:procedure-editor:Step:4504
13767,LPdL4oAr,82,Route from MA JCSISR AB SUM to MA JCSISR AA SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4504,urn:procedure-editor:Step:4503
13768,0kw9zqR3,82,Route from MA JCSISR AA Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not moved (House of Lords) in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4510,urn:procedure-editor:BusinessStep:2811
13769,2LrOvJz4,82,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not moved (House of Lords) to MA JCSISR AC SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2811,urn:procedure-editor:Step:4505
13770,DfqGk2XB,82,Route from MA JCSISR AC SUM to MA JCSISR AB SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4505,urn:procedure-editor:Step:4504
13771,OhnVUoiV,82,Route from MA JCSISR AA Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not called (House of Lords) in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4510,urn:procedure-editor:BusinessStep:2812
13772,QPnvI5Zc,82,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not called (House of Lords) to MA JCSISR AD SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2812,urn:procedure-editor:Step:4506
13773,pzmLi0Xc,82,Route from MA JCSISR AD SUM to MA JCSISR AC SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4506,urn:procedure-editor:Step:4505
13774,yQNKTXvW,82,Route from Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put (House of Lords) to MA JCSISR AD SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2813,urn:procedure-editor:Step:4506
13775,Xyk6Q2aU,82,Route from MA JCSISR AA Summation to Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put (House of Lords) in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4510,urn:procedure-editor:BusinessStep:2813
13776,ma0mMmnC,82,Route from Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put (House of Lords) to MA JCSISR AB EQUALS in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2813,urn:procedure-editor:Step:4509
13777,QMkagdWM,82,Route from MA JCSISR AB EQUALS to MA JCSISR AE NOT in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4509,urn:procedure-editor:Step:4492
13778,tp39uLe8,82,Route from MA JCSISR AG Decision to MA JCSISR AB Summation in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4500,urn:procedure-editor:Step:4511
13779,WyVZ3CS3,82,Route from MA JCSISR AE NOT to MA JCSISR AG Decision in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4492,urn:procedure-editor:Step:4500
13781,wGcQYcwd,82,Route from MA JCSISR AB Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved agreed to (House of Lords) in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4511,urn:procedure-editor:BusinessStep:2814
13782,h8KsIyv2,82,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved agreed to (House of Lords) to MA JCSISR AA OR in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2814,urn:procedure-editor:Step:4483
13783,s2C8Eexa,82,Route from MA JCSISR AA OR to MA JCSISR AC Summation in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4483,urn:procedure-editor:Step:4512
13784,nWMX5Ogx,82,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved agreed to (House of Lords) to MA JCSISR AE SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2814,urn:procedure-editor:Step:4507
13785,nbjEsYjT,82,Route from MA JCSISR AE SUM to MA JCSISR AB EQUALS in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4507,urn:procedure-editor:Step:4509
13786,yzwOZYaf,82,Route from MA JCSISR AB Summation to Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved disagreed to (House of Lords) in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:Step:4511,urn:procedure-editor:BusinessStep:2815
13787,uTnfkYeQ,82,Route from Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved disagreed to (House of Lords) to MA JCSISR AE SUM in the Made affirmative: Joint Committee on Statutory Instruments (JCSI) Scrutiny Reserve procedure,urn:procedure-editor:BusinessStep:2815,urn:procedure-editor:Step:4507
13789,yf8P5Zqr,3,Route from CG Decision to DA AH Summation in the Draft affirmative procedure,urn:procedure-editor:Step:566,urn:procedure-editor:Step:1146
13790,k8eVfoqp,3,Route from Quorum not met so the question was not decided and the debate adjourned in accordance with Standing Order 56 (House of Lords) to AV SUM in the Draft affirmative procedure,urn:procedure-editor:BusinessStep:4513,urn:procedure-editor:Step:1034
13791,Siusk1l3,3,Route from AV SUM to AG EQUALS in the Draft affirmative procedure,urn:procedure-editor:Step:1034,urn:procedure-editor:Step:1050
13792,jkZ5Nm1o,70,Route from Instrument rejected (House of Lords) to ALM AF OR in the Draft affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:78,urn:procedure-editor:Step:4515
13793,bxrpn5yf,70,Route from Instrument approved (House of Lords) to ALM AF OR in the Draft affirmative: Lords motions procedure,urn:procedure-editor:BusinessStep:39,urn:procedure-editor:Step:4515
13794,RYWC90CW,70,Route from ALM AF OR to ALM AH Summation in the Draft affirmative: Lords motions procedure,urn:procedure-editor:Step:4515,urn:procedure-editor:Step:4514
13795,pCnpEi8Z,83,Route from DACM AA Summation to DACM AA AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4663,urn:procedure-editor:Step:4617
13796,CZkhgKDG,83,Route from DACM AA AND to DACM AB AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4617,urn:procedure-editor:Step:4618
13797,6NfV0nEn,83,Route from DACM AB AND to DACM AA Decision in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4618,urn:procedure-editor:Step:4638
13798,EQk5O8qF,83,Route from DACM AA NOT to DACM AA AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4629,urn:procedure-editor:Step:4617
13799,rKdH6QzJ,83,Route from Question on motion to approve the instrument put (House of Commons) to DACM AA NOT in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:26,urn:procedure-editor:Step:4629
13800,wXCZ3Z16,83,Route from DACM AF Summation to DACM AB AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4702,urn:procedure-editor:Step:4618
13803,To2MqfIC,83,Route from DACM AB Summation to DACM AC AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4664,urn:procedure-editor:Step:4619
13804,Vj0RkYCE,83,Route from AA Summation to DACM AC AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4516,urn:procedure-editor:Step:4619
13805,Ji3VibIP,83,Route from DACM AC AND to DACM AC OR in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4619,urn:procedure-editor:Step:4627
13806,kMxsvtrG,83,Route from DACM AB Summation to DACM AC OR in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4664,urn:procedure-editor:Step:4627
13807,AHdYtIti,83,Route from DACM AA Decision to Motion to approve the instrument tabled by the Government (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4638,urn:procedure-editor:BusinessStep:33
13808,a5I1yx2D,83,Route from Motion to approve the instrument tabled by the Government (House of Commons) to DACM AA EQUALS in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:33,urn:procedure-editor:Step:4660
13809,wntgm0uU,83,Route from DACM AA EQUALS to DACM AF Summation in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4660,urn:procedure-editor:Step:4702
13810,SG05BQUg,83,Route from DACM AC NOT to DACM AB Decision in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4631,urn:procedure-editor:Step:4639
13814,7eVYHKUE,83,Route from DACM AB Summation to DACM AD AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4664,urn:procedure-editor:Step:4620
13816,CG5BeEmX,83,Route from DACM AC OR to Motion to approve the instrument withdrawn (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4627,urn:procedure-editor:BusinessStep:29
13817,CMIpW2rA,83,Route from Motion to approve the instrument withdrawn (House of Commons) to DACM AA SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:29,urn:procedure-editor:Step:4651
13818,hKFU5PNP,83,Route from DACM AA SUM to DACM AA EQUALS in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4651,urn:procedure-editor:Step:4660
13819,o5fA2SOx,83,Route from DACM AB Summation to Motion to approve the instrument lapsed at end of session (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4664,urn:procedure-editor:BusinessStep:213
13820,ePKVWrYh,83,Route from Motion to approve the instrument lapsed at end of session (House of Commons) to DACM AB SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:213,urn:procedure-editor:Step:4652
13821,xl0waVcM,83,Route from DACM AB SUM to DACM AA SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4652,urn:procedure-editor:Step:4651
13822,Y97jlMpG,83,Route from DACM AB Summation to Motion to approve the instrument not moved (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4664,urn:procedure-editor:BusinessStep:1135
13823,PoVul2gu,83,Route from Motion to approve the instrument not moved (House of Commons) to DACM AC SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:1135,urn:procedure-editor:Step:4653
13824,6y2DX0Jl,83,Route from DACM AC SUM to DACM AB SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4653,urn:procedure-editor:Step:4652
13825,Qawz7vzU,83,Route from DACM AB Summation to Motion to approve the instrument not called (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4664,urn:procedure-editor:BusinessStep:1136
13826,vXcnlzrd,83,Route from Motion to approve the instrument not called (House of Commons) to DACM AD SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:1136,urn:procedure-editor:Step:4654
13827,BSD2Nlsp,83,Route from DACM AD SUM to DACM AC SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4654,urn:procedure-editor:Step:4653
13828,a4alcURk,83,Route from Question on motion to approve the instrument put (House of Commons) to DACM AD SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:26,urn:procedure-editor:Step:4654
13829,DmOKyJen,83,Route from DACM AE NOT to DACM AD AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4633,urn:procedure-editor:Step:4620
13830,Wwrlv5Tx,83,Route from Question put on motion to consider the instrument (House of Commons) to DACM AE NOT in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:2856,urn:procedure-editor:Step:4633
13831,5l1LYIsF,83,Route from DACM AD AND to DACM AE AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4620,urn:procedure-editor:Step:4621
13833,K1N4sYVk,83,Route from DACM AE Summation to DACM AE AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4703,urn:procedure-editor:Step:4621
13834,5qOgdYeS,83,Route from DACM AE AND to DACM AF Decision in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4621,urn:procedure-editor:Step:4643
13835,o9PWrJfg,83,Route from DACM AF Decision to Motion to consider the instrument tabled (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4643,urn:procedure-editor:BusinessStep:3326
13836,RAzWrPi3,83,Route from Motion to consider the instrument tabled (House of Commons) to DACM AB EQUALS in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:3326,urn:procedure-editor:Step:4661
13837,DO8i24Ud,83,Route from DACM AB EQUALS to DACM AE Summation in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4661,urn:procedure-editor:Step:4703
13838,pX0NMA9w,83,Route from DACM AF NOT to DACM AG Decision in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4634,urn:procedure-editor:Step:4644
13840,OXibFH4c,83,Route from DACM AC Summation to DACM AF AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4665,urn:procedure-editor:Step:4622
13841,CrFdAhk8,83,Route from DACM AF Summation to DACM AF AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4702,urn:procedure-editor:Step:4622
13842,tEK2ucFD,83,Route from DACM AF AND to DACM AD OR in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4622,urn:procedure-editor:Step:4628
13843,JJq1qEeV,83,Route from DACM AC Summation to DACM AD OR in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4665,urn:procedure-editor:Step:4628
13844,zJJF8q2T,83,Route from DACM AD OR to Motion to consider the instrument withdrawn (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4628,urn:procedure-editor:BusinessStep:3327
13845,tDI8jS6J,83,Route from Motion to consider the instrument withdrawn (House of Commons) to DACM AE SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:3327,urn:procedure-editor:Step:4655
13846,SIlu9GMK,83,Route from DACM AE SUM to DACM AB EQUALS in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4655,urn:procedure-editor:Step:4661
13850,fLHJhOSZ,83,Route from DACM AC Summation to DACM AG AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4665,urn:procedure-editor:Step:4623
13851,JK32jQ90,83,Route from DACM AC Summation to Motion to consider the instrument lapsed at end of session (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4665,urn:procedure-editor:BusinessStep:3328
13852,gPXwOUJ9,83,Route from Motion to consider the instrument lapsed at end of session (House of Commons) to DACM AF SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:3328,urn:procedure-editor:Step:4656
13853,ZsyLApUY,83,Route from DACM AF SUM to DACM AE SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4656,urn:procedure-editor:Step:4655
13854,7lXSHgsC,83,Route from DACM AC Summation to Motion to consider the instrument not moved (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4665,urn:procedure-editor:BusinessStep:3329
13855,G7SY3Q29,83,Route from Motion to consider the instrument not moved (House of Commons) to DACM AG SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:3329,urn:procedure-editor:Step:4657
13856,kcbWzi3I,83,Route from DACM AG SUM to DACM AF SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4657,urn:procedure-editor:Step:4656
13857,SzYYyvCo,83,Route from DACM AC Summation to Motion to consider the instrument not called (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4665,urn:procedure-editor:BusinessStep:3330
13858,ZNGFR0A6,83,Route from Motion to consider the instrument not called (House of Commons) to DACM AH SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:3330,urn:procedure-editor:Step:4658
13859,vIlgF0zV,83,Route from DACM AH SUM to DACM AG SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4658,urn:procedure-editor:Step:4657
13860,4wlj1DwM,83,Route from Question put on motion to consider the instrument (House of Commons) to DACM AH SUM in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:2856,urn:procedure-editor:Step:4658
13861,bmQ0FZ4S,83,Route from DACM AK Decision to Question put on motion to consider the instrument (House of Commons) in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4648,urn:procedure-editor:BusinessStep:2856
13862,feOEdoZP,83,Route from Delegated Legislation Committee (DLC) debate (House of Commons) to DACM AG AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:38,urn:procedure-editor:Step:4623
13863,kFZpr233,83,Route from DACM AG AND to DACM AH AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4623,urn:procedure-editor:Step:4624
13864,KIVQqj64,83,Route from DACM AH AND to DACM AK Decision in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4624,urn:procedure-editor:Step:4648
13865,PTyRhZy7,83,Route from Question put on motion to consider the instrument (House of Commons) to DACM AH NOT in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:2856,urn:procedure-editor:Step:4636
13866,IXGC3Po4,83,Route from DACM AH NOT to DACM AH AND in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4636,urn:procedure-editor:Step:4624
13867,2JSfRSSX,83,Route from Question put on motion to consider the instrument (House of Commons) to DACM AC EQUALS in the Draft affirmative: Commons motions procedure,urn:procedure-editor:BusinessStep:2856,urn:procedure-editor:Step:4662
13868,txiifZip,83,Route from DACM AC EQUALS to DACM AI NOT in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4662,urn:procedure-editor:Step:4637
13869,B5AO77iU,83,Route from DACM AI NOT to DACM AM Decision in the Draft affirmative: Commons motions procedure,urn:procedure-editor:Step:4637,urn:procedure-editor:Step:4650
