id,label,forbusinessstep,depthinprocedure,displaydepth,triplestoreid
1067,Motion to consider the instrument tabled has step depth 9.5 in the Made negative procedure,3326,4,9.5,YEX8ygeo
1068,Motion to consider the instrument withdrawn has step depth 9.600000381469727 in the Made negative procedure,3327,4,9.600000381469727,MhAD7Xyt
1069,Motion to consider the instrument lapsed at end of session has step depth 9.600000381469727 in the Made negative procedure,3328,4,9.600000381469727,m30JN35A
1070,Motion to consider the instrument not moved has step depth 9.600000381469727 in the Made negative procedure,3329,4,9.600000381469727,CO1PYJ59
1071,Motion to consider the instrument not called has step depth 9.600000381469727 in the Made negative procedure,3330,4,9.600000381469727,VJMsm5b2
1072,Motion to refer the instrument to a Delegated Legislation Committee (DLC) approved has step depth 9.399999618530273 in the Made negative procedure,3516,4,9.399999618530273,7RGluN2y
1073,Motion to refer the instrument to a Delegated Legislation Committee (DLC) rejected has step depth 9.399999618530273 in the Made negative procedure,3517,4,9.399999618530273,eDHSBBh3
1074,Decision on motion to refer the instrument to a Delegated Legislation Committee (DLC) deferred has step depth 9.300000190734863 in the Made negative procedure,3518,4,9.300000190734863,Z02qQKm1
1075,Debate on motion to refer the instrument to a Delegated Legislation Committee (DLC) has step depth 9.100000381469727 in the Made negative procedure,3519,4,9.100000381469727,Hm9tn916
1076,Question on motion to refer the instrument to a Delegated Legislation Committee (DLC) put has step depth 9.199999809265137 in the Made negative procedure,3520,4,9.199999809265137,diLczCKm
1077,Motion to refer the instrument to a Delegated Legislation Committee (DLC) not called has step depth 9.199999809265137 in the Made negative procedure,3521,4,9.199999809265137,251HTM0i
1078,Motion to refer the instrument to a Delegated Legislation Committee (DLC) not moved has step depth 9.199999809265137 in the Made negative procedure,3522,4,9.199999809265137,sZCbiAsN
1079,Motion to refer the instrument to a Delegated Legislation Committee (DLC) withdrawn has step depth 9.199999809265137 in the Made negative procedure,3523,4,9.199999809265137,o5eojuGy
1080,Motion to refer the instrument to a Delegated Legislation Committee (DLC) tabled by the Government has step depth 9 in the Made negative procedure,3524,4,9,LSRy4Tc2
1081,Instrument created requiring the Secretary of State under Sections 172(1) and 174(1) of the Social Security Administration Act 1992 to refer proposals to the Social Security Advisory Committee has step depth 1 in the Draft affirmative procedure,3736,3,1,sjeYDwLc
1082,Report by the Social Security Advisory Committee and statement by the Secretary of State for Work and Pensions laid before the House of Lords has step depth 3.1500000953674316 in the Draft affirmative procedure,3737,3,3.1500000953674316,YLHXwob3
1083,Report by the Social Security Advisory Committee and statement by the Secretary of State for Work and Pensions laid before the House of Commons has step depth 3.1500000953674316 in the Draft affirmative procedure,3738,3,3.1500000953674316,5Sbp5lUQ
1084,Instrument created requiring the Secretary of State under Sections 172(1) and 174(1) of the Social Security Administration Act 1992 to refer proposals to the Social Security Advisory Committee has step depth 1 in the Draft negative procedure,3736,5,1,eRidar16
1085,Report by the Social Security Advisory Committee and statement by the Secretary of State for Work and Pensions laid before the House of Lords has step depth 3.0999999046325684 in the Draft negative procedure,3737,5,3.0999999046325684,Mn0D2VB0
1086,Report by the Social Security Advisory Committee and statement by the Secretary of State for Work and Pensions laid before the House of Commons has step depth 3.0999999046325684 in the Draft negative procedure,3738,5,3.0999999046325684,y3EXED4i
1087,Instrument created requiring the Secretary of State under Sections 172(1) and 174(1) of the Social Security Administration Act 1992 to refer proposals to the Social Security Advisory Committee has step depth 1 in the Made affirmative procedure,3736,1,1,t5cpA3Xu
1088,Report by the Social Security Advisory Committee and statement by the Secretary of State for Work and Pensions laid before the House of Lords has step depth 3.450000047683716 in the Made affirmative procedure,3737,1,3.450000047683716,JedKVy9O
1089,Report by the Social Security Advisory Committee and statement by the Secretary of State for Work and Pensions laid before the House of Commons has step depth 3.450000047683716 in the Made affirmative procedure,3738,1,3.450000047683716,rRke97UV
1090,Instrument created has step depth 1 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,14,75,1,xpLfNKNq
1091,Laid before the House of Commons has step depth 2 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,4,75,2,H2rbaUC1
1092,Instrument withdrawn from the House of Commons has step depth 3 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,107,75,3,tkGZ4bWB
1093,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply tabled has step depth 7 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3744,75,7,ThztrIE5
1094,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply withdrawn has step depth 7.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3745,75,7.199999809265137,XIFWR2Bu
1095,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply lapsed at the end of session has step depth 7.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3746,75,7.199999809265137,SJs41obC
1096,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply not moved has step depth 7.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3747,75,7.199999809265137,Zuw6AXw0
1097,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply not called has step depth 7.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3748,75,7.199999809265137,cWEoQegW
1098,Debate on motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply has step depth 7.099999904632568 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3749,75,7.099999904632568,sAEijf36
1099,Question on motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply put has step depth 7.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3750,75,7.199999809265137,USOa4boe
1100,Decision on motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply  deferred has step depth 7.300000190734863 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3753,75,7.300000190734863,8xr5OUBO
1101,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply approved has step depth 7.400000095367432 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3751,75,7.400000095367432,xIgc6vq7
1102,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply rejected has step depth 7.400000095367432 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3752,75,7.400000095367432,oEmKkkO9
1103,Considered for English votes for English laws (EVEL) certification has step depth 10 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,34,75,10,j59VHyRb
1104,Certified as England only under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,68,75,10.100000381469727,LRKst22p
1105,Certified as England and Wales only under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,74,75,10.100000381469727,r46DZoK9
1106,"Certified as England, Wales and Northern Ireland only under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure",75,75,10.100000381469727,lNVvI1oc
1107,Not certified under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,94,75,10.100000381469727,1BcR5Lra
1108,Delegated Legislation Committee (DLC) debate has step depth 18 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,38,75,18,gmWy2RzU
1109,Chamber debate has step depth 18 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,23,75,18,cxyeKsAY
1110,Question on motion to approve the instrument put has step depth 20 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,26,75,20,BGSxhq7t
1111,Decision on motion to approve the instrument deferred has step depth 20.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,100,75,20.100000381469727,uBy8vbB9
1112,Instrument approved has step depth 20.200000762939453 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,40,75,20.200000762939453,tx8z0wSd
1113,Instrument rejected has step depth 20.200000762939453 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,96,75,20.200000762939453,xeyaljiB
1114,Instrument cannot become law has step depth 28 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,91,75,28,0CsURXDL
1115,Instrument can be made (signed into law) has step depth 28 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,85,75,28,ikxQ5Xpm
1116,Instrument made (signed into law) has step depth 29 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,15,75,29,0dZOa80V
1117,Instrument comes into force as law has step depth 30 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,9,75,30,SJinjJa4
1118,Considered by the Joint Committee on Statutory Instruments (JCSI) has step depth 4 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,8,75,4,NkbbBFDn
1119,Not drawn to the special attention of the Houses by the Joint Committee on Statutory Instruments (JCSI) has step depth 4.099999904632568 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,79,75,4.099999904632568,OnxpkHyj
1120,Drawn to the special attention of the Houses by the Joint Committee on Statutory Instruments (JCSI) has step depth 4.099999904632568 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,92,75,4.099999904632568,nvChv4yq
1121,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it is defectively drafted has step depth 4.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3161,75,4.199999809265137,heJdf9KK
1122,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it requires elucidation has step depth 4.300000190734863 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3162,75,4.300000190734863,lzlRi3Pz
1123,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that there is doubt as to whether they are intra vires has step depth 4.400000095367432 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3163,75,4.400000095367432,E22hcVSR
1124,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it makes unusual or unexpected use of the enabling power has step depth 4.5 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3164,75,4.5,exsch3VO
1125,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on the grounds that it fails to comply with proper legislative practice has step depth 4.599999904632568 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3165,75,4.599999904632568,AKZw8mM4
1126,Joint Committee on Statutory Instruments (JCSI) draws the special attention of both Houses to the instrument on other grounds has step depth 4.699999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3166,75,4.699999809265137,su39A4hm
1127,Procedure concluded in the House of Commons and the House of Lords has step depth 27 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,111,75,27,Q74vyz0C
1128,Motion to approve the instrument withdrawn has step depth 20 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,29,75,20,EFVqvBRB
1129,Motion to approve the instrument tabled by the Government has step depth 17 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,33,75,17,j3wYrExA
1130,Motion to approve the instrument lapsed at end of session has step depth 20 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,213,75,20,QmwCSsHO
1131,Motion to approve the instrument not moved has step depth 20 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1135,75,20,fYymNLcU
1132,Motion to approve the instrument not called has step depth 20 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1136,75,20,0nZZNNF7
1133,Question put on motion to consider the instrument has step depth 18.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2856,75,18.100000381469727,r8XPrlKI
1134,Motion to consider the instrument approved has step depth 18.200000762939453 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2857,75,18.200000762939453,hf666Tno
1135,Motion to consider the instrument rejected has step depth 18.200000762939453 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2858,75,18.200000762939453,r8n7ssIm
1136,Motion to consider the instrument tabled has step depth 13 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3326,75,13,DoUcgzbs
1137,Motion to consider the instrument withdrawn has step depth 18.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3327,75,18.100000381469727,CjI0Aq1G
1138,Motion to consider the instrument lapsed at end of session has step depth 18.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3328,75,18.100000381469727,ukiEOhqt
1139,Motion to consider the instrument not moved has step depth 18.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3329,75,18.100000381469727,teyot4nl
1140,Motion to consider the instrument not called has step depth 18.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3330,75,18.100000381469727,RIgizxZc
1141,Laid before the House of Lords has step depth 2 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,12,75,2,NHf7YRVb
1142,Instrument withdrawn from the House of Lords has step depth 3 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,106,75,3,YHb8fFFT
1143,Oral evidence session by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 5.5 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,979,75,5.5,98QEAtlT
1144,Considered by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 6 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,19,75,6,srdLPkY8
1145,No comment by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 6.099999904632568 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,72,75,6.099999904632568,5QIwYOyI
1146,Drawn to the special attention of the House by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 6.099999904632568 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,84,75,6.099999904632568,C6yqyD8T
1147,Information paragraph provided by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 6.099999904632568 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,143,75,6.099999904632568,uFjS9s1L
1148,Further information published by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 6.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,224,75,6.199999809265137,k1vVMijP
1149,No recommendations made by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 6.300000190734863 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3754,75,6.300000190734863,EESGjFFX
1150,Recommendations made by the Secondary Legislation Scrutiny Committee (SLSC) has step depth 6.300000190734863 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3755,75,6.300000190734863,mM1uQn8Z
1151,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply tabled has step depth 8 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3756,75,8,0ST4zAlL
1152,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply withdrawn has step depth 8.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3757,75,8.199999809265137,kPGv4xft
1153,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply lapsed at the end of session has step depth 8.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3758,75,8.199999809265137,4g476Szt
1154,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply not moved has step depth 8.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3759,75,8.199999809265137,Tuy9sXX8
1155,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply not called has step depth 8.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3760,75,8.199999809265137,vnFdm2ig
1156,Debate on motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply has step depth 8.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3761,75,8.100000381469727,wfGRLXyW
1157,Question on motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply put has step depth 8.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3762,75,8.199999809265137,IRY91PYt
1158,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply approved has step depth 8.300000190734863 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3763,75,8.300000190734863,OvJ43BFR
1159,Motion that subsections (6) to (9) of section 268 of the Investigatory Powers Act 2016 should apply rejected has step depth 8.300000190734863 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3764,75,8.300000190734863,IvaYW2LP
1160,Chamber debate has step depth 22 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2,75,22,9ssxHYXD
1161,Grand Committee debate has step depth 21 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,21,75,21,cIipeAQn
1162,Motion tabled that Standing Order 73 be dispensed with to enable motion to approve to be moved has step depth 12.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2808,75,12.100000381469727,q6qrBb7E
1163,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved withdrawn has step depth 12.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2809,75,12.199999809265137,EyLsyAT5
1164,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved lapsed at end of session has step depth 12.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2810,75,12.199999809265137,G2kZsH4R
1165,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not moved has step depth 12.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2811,75,12.199999809265137,2dltvy6v
1166,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved not called has step depth 12.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2812,75,12.199999809265137,IBLeQKQT
1167,Question on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved put has step depth 12.199999809265137 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2813,75,12.199999809265137,BaoeeXE6
1168,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved agreed to has step depth 12.300000190734863 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2814,75,12.300000190734863,eZRcTXzQ
1169,Motion that Standing Order 73 be dispensed with to enable motion to approve to be moved disagreed to has step depth 12.300000190734863 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,2815,75,12.300000190734863,wd2aJlX2
1170,Debate on motion that Standing Order 73 be dispensed with to enable motion to approve to be moved has step depth 12.149999618530273 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3263,75,12.149999618530273,RqkddMcw
1171,Motion to consider the instrument tabled has step depth 15 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3331,75,15,k4sklcsW
1172,Motion to consider the instrument  withdrawn has step depth 23 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3332,75,23,OGItAjng
1173,Motion to consider the instrument lapsed at the end of session has step depth 23 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3333,75,23,xGroSdPp
1174,Motion to consider the instrument not moved has step depth 23 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3334,75,23,X9iuGutG
1175,Motion to consider the instrument not moved has step depth 23 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3334,75,23,2L5Avlmp
1176,Motion to consider the instrument not called has step depth 23 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3335,75,23,l8GAMQI3
1177,Question put on motion to consider the instrument has step depth 23 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3336,75,23,dJfcTsRX
1178,Motion to consider the instrument approved has step depth 23.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3337,75,23.100000381469727,X63rC4Ks
1179,Motion to consider the instrument rejected has step depth 23.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3338,75,23.100000381469727,1SENrXUv
1180,Non-fatal motion to object to the instrument tabled has step depth 14 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,32,75,14,ERbZPD9U
1181,Non-fatal motion to object to the instrument withdrawn has step depth 25 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,36,75,25,zSErudvo
1182,Question on non-fatal motion to object to the instrument put has step depth 25 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,43,75,25,y7Qp8bOX
1183,Non-fatal motion to object to the instrument approved has step depth 25.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,60,75,25.100000381469727,Sjz9NH0D
1184,Non-fatal motion to object to the instrument rejected has step depth 25.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,61,75,25.100000381469727,YZxu6kYS
1185,Non-fatal motion to object to the instrument not moved has step depth 25 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,188,75,25,6an6dO8D
1186,Non-fatal motion to object to the instrument lapsed at end of session has step depth 25 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,215,75,25,0cyqrFwk
1187,Non-fatal motion to object to the instrument not called has step depth 25 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1142,75,25,rs9rOEvd
1188,Motion to approve the instrument tabled by the Government has step depth 12 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,50,75,12,ynf0tw59
1189,Motion to approve the instrument withdrawn has step depth 26 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,28,75,26,IMXYDMKF
1190,Question on motion to approve the instrument put has step depth 26 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,42,75,26,2n8Ajale
1191,Motion to approve the instrument lapsed at end of session has step depth 26 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,214,75,26,nLVt1JHJ
1192,Motion to approve the instrument not moved has step depth 26 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1139,75,26,WU6EYmGQ
1193,Motion to approve the instrument not called has step depth 26 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1140,75,26,XvsK1kUo
1194,Instrument approved has step depth 26.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,39,75,26.100000381469727,lMO1Ldjv
1195,Instrument rejected has step depth 26.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,78,75,26.100000381469727,Plkk7iUC
1196,Motion to stop the instrument becoming law tabled has step depth 13 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1500,75,13,ttgf3ihK
1197,Motion to stop the instrument becoming law withdrawn has step depth 24 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1501,75,24,KBLB4mxN
1198,Motion to stop the instrument becoming law lapsed at end of session has step depth 24 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1502,75,24,l9oOfAtg
1199,Motion to stop the instrument becoming law not moved has step depth 24 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1503,75,24,f86OpJqz
1200,Motion to stop the instrument becoming law not called has step depth 24 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1504,75,24,pGvapQ7R
1201,Question on motion to stop the instrument becoming law put has step depth 24 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1505,75,24,V37J12bl
1202,Motion to stop the instrument becoming law rejected has step depth 24.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1506,75,24.100000381469727,HtXOiZnZ
1203,Motion to stop the instrument becoming law approved has step depth 24.100000381469727 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,1507,75,24.100000381469727,Se0eKLCL
1204,Revised draft laid before Parliament has step depth 31 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3765,75,31,EJg9NfjH
1205,Recommendation period ends has step depth 9 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3787,75,9,ZuRFk4sj
1206,Pre-approval period ends has step depth 11 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3788,75,11,oQhbFkcj
1207,Extended pre-approval period ends has step depth 11 in the Enhanced affirmative: Investigatory Powers Act 2016 procedure,3789,75,11,QeVYzJx7
1208,Instrument created  requiring the Secretary of State under Sections 150(1) and 151A(1) of the Social Security Administration Act 1992 to review certain benefits has step depth 1 in the Draft affirmative procedure,3792,3,1,mKhQnrgC
1209,Report by the Government Actuary laid before the House of Lords has step depth 3.1500000953674316 in the Draft affirmative procedure,3790,3,3.1500000953674316,vX7rJv4W
1210,Report by the Government Actuary laid before the House of Commons has step depth 3.1500000953674316 in the Draft affirmative procedure,3791,3,3.1500000953674316,y7ITi4x9
1211,Report by the Government Actuary withdrawn from the House of Commons has step depth 3.1600000858306885 in the Draft affirmative procedure,3793,3,3.1600000858306885,k8U1oudk
1212,Report by the Government Actuary withdrawn from the House of Lords has step depth 3.1600000858306885 in the Draft affirmative procedure,3794,3,3.1600000858306885,OeVg9PFB
1213,Correspondence published by the Justice Committee has step depth 8.100000381469727 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3815,6,8.100000381469727,N5g13spM
1214,Statutory statement under Section 20(8) of the Constitutional Reform and Governance Act 2010 that the treaty should nonetheless be ratified laid before the House of Commons has step depth 39.099998474121094 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3795,6,39.099998474121094,StVTYDaX
1215,Statutory statement under Section 20(8) of the Constitutional Reform and Governance Act 2010 that the treaty should nonetheless be ratified laid before the House of Lords has step depth 39.099998474121094 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3796,6,39.099998474121094,5zAMnu50
1216,Extension of objection period A requested by the International Agreements Committee (IAC) has step depth 1.2000000476837158 in the Treaties subject to the Constitutional Reform and Governance Act 2010 procedure,3816,6,1.2000000476837158,Olszqf2f
1217,Correction made: Instrument should not have been laid in the House of Lords has step depth 3.119999885559082 in the Made negative procedure,3818,4,3.119999885559082,b0tbVABq
1218,Motion to consider the instrument tabled has step depth 6 in the Draft affirmative remedial order procedure,3326,43,6,4DRqBofU
1219,Question put on motion to consider the instrument has step depth 12.100000381469727 in the Draft affirmative remedial order procedure,2856,43,12.100000381469727,ceMCk5ve
1220,Motion to consider the instrument approved has step depth 12.199999809265137 in the Draft affirmative remedial order procedure,2857,43,12.199999809265137,cyZZvNEb
1221,Motion to consider the instrument rejected has step depth 12.199999809265137 in the Draft affirmative remedial order procedure,2858,43,12.199999809265137,bmA0Etdo
1222,Motion to consider the instrument withdrawn has step depth 12.199999809265137 in the Draft affirmative remedial order procedure,3327,43,12.199999809265137,USHTMwOx
1223,Motion to consider the instrument lapsed at end of session has step depth 12.199999809265137 in the Draft affirmative remedial order procedure,3328,43,12.199999809265137,kQ8ZxF28
1224,Motion to consider the instrument not moved has step depth 12.199999809265137 in the Draft affirmative remedial order procedure,3329,43,12.199999809265137,CG0DY5eF
1225,Motion to consider the instrument not called has step depth 12.199999809265137 in the Draft affirmative remedial order procedure,3330,43,12.199999809265137,mrrrSgMH
1226,Motion to consider the instrument tabled has step depth 9 in the Draft affirmative remedial order procedure,3331,43,9,MgBwbXzp
1227,Motion to consider the instrument  withdrawn has step depth 16.100000381469727 in the Draft affirmative remedial order procedure,3332,43,16.100000381469727,789JTnGM
1228,Motion to consider the instrument lapsed at the end of session has step depth 16.100000381469727 in the Draft affirmative remedial order procedure,3333,43,16.100000381469727,9ABgRew1
1229,Motion to consider the instrument not moved has step depth 16.100000381469727 in the Draft affirmative remedial order procedure,3334,43,16.100000381469727,26vTvJAA
1230,Motion to consider the instrument not called has step depth 16.100000381469727 in the Draft affirmative remedial order procedure,3335,43,16.100000381469727,4mOGkgtg
1231,Question put on motion to consider the instrument has step depth 16.100000381469727 in the Draft affirmative remedial order procedure,3336,43,16.100000381469727,U9r4Vy7U
1232,Motion to consider the instrument approved has step depth 16.200000762939453 in the Draft affirmative remedial order procedure,3337,43,16.200000762939453,JLlAWR79
1233,Motion to consider the instrument rejected has step depth 16.200000762939453 in the Draft affirmative remedial order procedure,3338,43,16.200000762939453,Y3kHtCdZ
